"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccontributorother","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecopyright","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcdisposal","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifiercitation","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasversion","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationisreferencedby","dcrelationisrequiredby","dcrelationisversionof","dcrelationreferences","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsholder","dcrightsnotes","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 49"
"","","Regidoria de Dones i Joventut | Gerència d'Educació, Cultura i Benestar","","Barcelona | Barcelona | Barcelona","2008","","","2009-05-14","2009","Informe presentat a la Comissió d'Educació, Cultura i Benestar del 14-05-2009","","","","","application/pdf","47 p.","application/pdf","","","","Mandat 2007-2011","http://hdl.handle.net/11703/102119","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Punts d'Informació i Atenció a les Dones (PIADs) | Equip d'Atenció a les Dones (EAD) | Servei de Teleassistència Mòbil (TAM) | Servei d'Atenció a Homes (SAH) | Violència envers les dones | Indicadors socials | Punts d'Informació i Atenció a les Dones (PIADs) | Equip d'Atenció a les Dones (EAD) | Servei de Teleassistència Mòbil (TAM) | Servei d'Atenció a Homes (SAH) | Violence against women | Social indicators | Punts d'Informació i Atenció a les Dones (PIADs) | Equip d'Atenció a les Dones (EAD) | Servei de Teleassistència Mòbil (TAM) | Servei d'Atenció a Homes (SAH) | Violencia contra las mujeres | Indicadores sociales","Societat i benestar","informes als òrgans de govern | informes d'avaluació i de seguiment","Pla Municipal contra la Violència vers les Dones 2007-2009 (Barcelona)","Informe balanç serveis i recursos en matèria de violència masclista 2008","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other | info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Alcaldia","","Barcelona | Barcelona | Barcelona","2012","","","2012-02-24","2012","Informe presentat al Consell Municipal del 24-02-2012 pel Sr. Xavier Trias i Vidal de Llobatera (Alcalde)","","","","","application/pdf","8 p.","application/pdf","9431","","","Mandat 2011-2015","http://hdl.handle.net/11703/90213","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Qualitat de vida | Assistència social | Desenvolupament econòmic | Quality of life | Public welfare | Economic development | Calidad de vida | Bienestar social | Desarrollo económico","Societat i benestar","informes als òrgans de govern","","Barcelona 2012 : reactivació econòmica, benestar i qualitat de vida : informe","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Institut de Cultura de Barcelona. Direcció de Programes de Difusió Cultural","","Barcelona | Barcelona | Barcelona","","","","2011-10-18","2011-11-30","Informe presentat a la Comissió de Cultura, Coneixement, Creativitat i Innovació de 18-10-2011 | Citat a la Gaseta Municipal de Barcelona, núm. 31 (30-11-2011), p. 3217-3219","","","","","application/pdf","6 p.","application/pdf","9407","","entitats públiques empresarials","Mandat 2011-2015","http://hdl.handle.net/11703/88672","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Difusió cultural | Política cultural | Culture diffusion | Cultural policy | Difusión cultural | Política cultural","Cultura i oci","informes als òrgans de govern","","Projectes de Comunicació Cultural on-line : informe","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/report",""
"","","Àrea de Drets Socials | Institut Municipal d'Educació (Barcelona)","","Barcelona | Barcelona | Barcelona","2016 | 2017 | 2018 | 2019","","","2019-04","2019","","","","","","application/pdf","9 p.","application/pdf","","","organismes autònoms","Mandat 2015-2019","http://hdl.handle.net/11703/117579","cat","Institut Municipal d'Educació (Barcelona)","","","","","","","<a href=""http://hdl.handle.net/11703/98717"">Mesura de govern</a>","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Institut Municipal d'Educació (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","Política educativa | Educational policy | Política educativa | Educació | Education | Educación | Universitats | Universities | Universidades | Consell Assessor Municipal d'Universitats (Barcelona) | Consell Assessor Municipal d'Universitats (Barcelona) | Consell Assessor Municipal d'Universitats (Barcelona)","Educació","informes als òrgans de govern | informes d'avaluació i de seguiment","","Informe de seguiment de la mesura de govern ""Barcelona i universitat"" : un objectiu comú"" : 2016-2019","","text","info:eu-repo/semantics/report",""
"","","Districte 4. Les Corts","","Barcelona. Districte 4. Les Corts | Barcelona. Distrito 4. Les Corts | Barcelona. District 4. Les Corts","2014 | 2015 | 2016 | 2017 | 2018","Si","","2019","2019","Presentat al Ple del Consell del Districte de Les Corts de 06-03-2019","","","","","application/pdf","9 p.","application/pdf","","","districtes","Mandat 2015-2019","http://hdl.handle.net/11703/112745","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Integració social | Discapacitats | Social integration | People with disabilities | Integración social | Personas con discapacidad","Societat i benestar","informes als òrgans de govern | memòries | informes d'avaluació i de seguiment","Programa de persones amb discapacitat i Espai d’Inclusió 20+ 20 + 20 (2015-2018)","Programa de persones amb discapacitat Espai d'Inclusió 20+20+20 : Informe de gestió 2014-2018. Districte de Les Corts","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other | info:eu-repo/semantics/other | info:eu-repo/semantics/other | info:eu-repo/semantics/report",""
"","","Regidoria de Dona i Drets Civils | Àrea de Qualitat de Vida, Igualtat i Esports","","Barcelona | Barcelona | Barcelona","2012 | 2013 | 2014 | 2015","","","2015-02-17","2015","Informe presentat a la Comissió de Qualitat de Vida, Joventut i Esports el 17-02-2015 | Forma part de la col·lecció : Dones de Barcelona.","","","","","application/pdf","28 p.","application/pdf","17897","","","Mandat 2011-2015","http://hdl.handle.net/11703/86758","cat","Ajuntament de Barcelona","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Discriminació en el treball | Igualtat entre els sexes | Discrimination in employment | Gender equality | Discriminación en el trabajo | Igualdad de género","Societat i benestar | Ocupació","informes als òrgans de govern | informes d'avaluació i de seguiment","Pla Municipal per a la Igualtat d'Oportunitats Real i Efectiva entre Dones i Homes 2012-2015 (Barcelona)","Pla per a la igualtat d'oportunitats real i efectiva entre dones i homes (2012-2015) : informe d'avaluació sobre els resultats obtinguts en l'àmbit de l'ocupació femenina","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/report | info:eu-repo/semantics/other | info:eu-repo/semantics/report",""
"Anual","Oberta","Sindicatura de Greuges de Barcelona","","Barcelona | Barcelona | Barcelona","2013","No","","2014","2014","Podeu consultar la versió en català a: http://hdl.handle.net/11703/87762 | Informe presentat al Plenari del Consell Municipal","","","","","application/pdf","204 p.","application/pdf","14061","","","Mandat 2011-2015","http://hdl.handle.net/11703/87817","spa","Ajuntament de Barcelona","http://hdl.handle.net/11703/87762","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Sindicatura de Greuges de Barcelona | Responsabilitat administrativa | Sindicatura de Greuges de Barcelona | Government liability | Sindicatura de Greuges de Barcelona | Responsabilidad del Estado","Societat i benestar","informes d'avaluació i de seguiment | informes als òrgans de govern | memòries","","Actividad de la Sindicatura de Greuges de Barcelona: Informe 2013","Informe al Plenario del Consejo Municipal 2013","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other | info:eu-repo/semantics/report | info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"","","Districte 10. Sant Martí","","Barcelona. Districte 10. Sant Martí | Barcelona. District 10. Sant Martí | Barcelona. Distrito 10. Sant Martí","2015 | 2016 | 2017 | 2018 | 2019","","","2019-03","2019-03","Informe presentat en el Ple del Consell extraordinari del Districte de Sant Martí el 09-01-20019","","","","","application/pdf","37 p.","application/pdf","","","districtes","Mandat 2015-2019","http://hdl.handle.net/11703/112724","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Districte 10. Sant Martí | Política pública | Districte 10. Sant Martí | Government policy | Districte 10. Sant Martí | Política gubernamental","Societat i benestar","informes als òrgans de govern","","Informe d’activitats del Consell de Districte de Sant Martí (2015 – 2019) : informes de govern, proposicions, precs i interpel·lacions dels grups municipals","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Àrea de Qualitat de Vida, Igualtat i Esports","","Barcelona | Barcelona | Barcelona","","","","2014-04-28","2014","Informe presentat a la Comissió de Qualitat de Vida, Igualtat, Joventut i Esports del 28-04-2014, per la Sra. Maite Fandos i Payà (Tinent d'Alcalde de Qualitat de Vida, Igualtat i Esports i presidenta del Consell Municipal de Benestar Social) | A la portada: Març 2014","","","","","application/pdf","34 p.","application/pdf","13658","","","Mandat 2011-2015","http://hdl.handle.net/11703/88699","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Comunicació en l'administració | Serveis socials | Política social | Communication in public administration | Human services | Social policy | Comunicación en la administración pública | Servicios sociales | Política social","Societat i benestar","informes als òrgans de govern","","Accions de comunicació : Serveis Socials : informe","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"Anual","","Gabinet Tècnic de Programació","","Barcelona | Barcelona | Barcelona","2013","","","2014","2014","","","","","","application/pdf","12 p.","application/pdf","","","","","http://hdl.handle.net/11703/91780","cat","Ajuntament de Barcelona","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Economia | Indicadors econòmics | Economics | Economic indicators | Economía | Indicadores económicos","Economia","revistes i anuaris","","L'economia de Barcelona 2013","Evolució de l'economia de Barcelona 2013 : informe","text","info:eu-repo/semantics/other",""
"","","Àrea de Cultura, Coneixement, Creativitat i Innovació | Regidoria d'Educació i Universitats | Institut Municipal d'Educació (Barcelona) | Consorci d'Educació de Barcelona","","Barcelona | Barcelona | Barcelona","2014","","","2014-07-15","2014","Informe presentat a la sessió del 15-07-2014 de la Comissió de Cultura, Coneixement, Creativitat i Innovació, pel Sr. Gerard Ardanuy i Mata (Regidor d'Educació i Universitats) | A la portada: 15 juliol 2014 | Citat a la Gaseta Municipal de Barcelona, núm. 26 (30-09-2014)","","","","","application/pdf","9 p.","application/pdf","13896","","consorcis | organismes autònoms","Mandat 2011-2015","http://hdl.handle.net/11703/90206","cat","Ajuntament de Barcelona","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Educació secundària obligatòria | Rendiment escolar | Aprenentatge | Política educativa | Mandatory Secondary education | Academic achievement | Learning | Educational policy | Educación Secundaria Obligatoria | Rendimiento académico | Aprendizaje | Política educativa","Educació","informes als òrgans de govern","Pla de Suport a l'Alumnat d'ESO 2014 (Barcelona)","Pla de suport a l'alumnat d'ESO : Suport a l'estiu, èxit al setembre : juliol-setembre 2014 : informe","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"Anual","Oberta","Sindicatura de Greuges de Barcelona","","Barcelona | Barcelona | Barcelona","2006","No","","2007","2007","Podeu consultar la versió en català a: http://hdl.handle.net/11703/87755 | Informe presentat al Plenari del Consell Municipal","","","","","application/pdf","127 p.","application/pdf","3392","","","Mandat 2003-2007","http://hdl.handle.net/11703/87810","spa","Ajuntament de Barcelona","http://hdl.handle.net/11703/87755","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Sindicatura de Greuges de Barcelona | Responsabilitat administrativa | Sindicatura de Greuges de Barcelona | Government liability | Sindicatura de Greuges de Barcelona | Responsabilidad del Estado","Societat i benestar","informes d'avaluació i de seguiment | informes als òrgans de govern | memòries","","Actividad de la Sindicatura de Greuges de Barcelona: Informe 2006","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other | info:eu-repo/semantics/other | info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Àrea de Qualitat de Vida, Igualtat i Esports | Departament de Gent Gran","","Barcelona | Barcelona | Barcelona","","","","2014-04-28","2014","Informe presentat a la Comissió de Qualitat de Vida, Igualtat i Esports del 28-04-2014, per la Sra. Maite Fandos i Payà (Tinent d'Alcalde de Qualitat de Vida, Igualtat i Esports i presidenta del Consell Municipal de Benestar Social)","","","","","application/pdf","16 p.","application/pdf","13659","","","Mandat 2011-2015","http://hdl.handle.net/11703/88700","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Cuidadors | Dependència en les persones grans | Residències de persones grans | Caregivers | Dependency (Psychology) in old age | Old age homes | Cuidadores | Ancianos con discapacidad | Hogares para ancianos","Societat i benestar","informes als òrgans de govern | informes d'avaluació i de seguiment","Programa Respir Plus (Barcelona)","Balanç del Programa RESPIR complementari a l'Ajuntament de Barcelona : informe","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other | info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
