"dcAccrualPeriodicity","dccontributorauthor","dccoveragespatial","dccoveragetemporal","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptiontableofcontents","dcformat","dcformatextent","dcidentifierBG","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationisbasedon","dcrelationisbasisfor","dcrelationreferences","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","Unnamed: 33"
"","Servei de Premsa","Barcelona","","2015-12-02","2015-12-02","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84322","cat","","","","","","","CC-BY","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","","Urbanisme i infraestructures","notes de premsa","","Acord per a la reactivació de la urbanització de les antigues Casernes de Sant Andreu","","text",""
"","Sindicatura de Greuges de Barcelona","Robador, Carrer (Barcelona). Raval (Barcelona : Barri). Barcelona. Districte 1. Ciutat Vella","","2017-05-03","2017-05-03","Podeu consultar la versió en català a: http://hdl.handle.net/11703/101992","","","application/pdf","5 p.","","","Mandat 2015-","http://hdl.handle.net/11703/101993","cas","","http://hdl.handle.net/11703/101992","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Convivència. Espais públics. Prostitució. Policia local","Societat i benestar","notes de premsa","","La síndica dice que hay que reforzar la presencia de la Guardia Urbana por las noches en la Illa Robador, en el Raval","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2017-09-28","2017-09-28","Podeu consultar la versió en català a: http://hdl.handle.net/11703/105889","","","application/pdf","4 p.","","","Mandat 2015-","http://hdl.handle.net/11703/105890","cas","","http://hdl.handle.net/11703/105889","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Servei Municipal de Grues","","notes de premsa","","La síndica recomienda adoptar criterios de oportunidad, proporcionalidad y equidad en la retirada de vehículos por parte de la grua municipal","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-04-20","2016-04-20","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/97110","cas","","http://hdl.handle.net/11703/97109","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Infants. Adolescents. Treball social amb els infants","Societat i benestar","notes de premsa","","La síndica abre una investigación para conocer las medidas de prevención del riesgo social y de la salud en niños, adolescentes y jóvenes desemparados en Barcelona","","text",""
"","Servei de Premsa","Barcelona","","2017-04-05","2017-04-05","","L'acord signat avui permetrà que el Servei Públic d'Ocupació de Catalunya (SOC) i Barcelona Activa treballin conjuntament per aplicar polítiques actives i d'intermediació laboral. SOC i Barcelona Activa volen que les persones que busquen feina es beneficiïn de la millora de l'eficàcia de les intervencions en el mercat de treball i de l'eficiència dels recursos que s'hi destinen.","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/102023","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Política d'ocupació. Barcelona Activa, S.A.. Servei Públic d'Ocupació de Catalunya","Ocupació","notes de premsa","Treball als barris 2014-2015 (Barcelona)","La Generalitat i l'Ajuntament impulsen un nou model integral de polítiques actives d'ocupació a Barcelona","","text",""
"","Servei de Premsa","Barcelona","","2015-12-08","2015-12-08","","","","application/pdf","5 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84332","cat","","","","","","","CC-BY","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","","Habitatge","notes de premsa","","Barcelona activa el primer gran paquet d’habitatge per posar a disposició de la ciutat més de 2.000 nous pisos públics de lloguer","","text",""
"","Servei de Premsa","Laietana, Via (Barcelona). Barcelona. Districte 1. Ciutat Vella","","2017-05-02","2017-05-02","","Es guanyarà més espai per als vianants a la plaça Antoni Maura amb la desaparició de les semirotondes i l’ampliació de les voreres per donar continuïtat a la secció de la resta de la via","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/102009","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Rehabilitació urbana. Vianants","Urbanisme i infraestructures","notes de premsa","","Ciutat Vella invertirà 2 milions d'euros en aquest mandat per fer actuacions de millora per a la veïnificació de la Via Laietana","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2015-11-18","2015-11-18","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84125","cat","","","","","","","CC-BY","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","","","notes de premsa","","L'Ajuntament de Barcelona demanarà a les empreses de Serveis Funeraris que s'adhereixen a la Junta Arbitral de Consum","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2017-12-21","2017-12-21","","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/106756","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","","notes de premsa","","Participació de la síndica a la Jornada Drets, accessibilitat i compliment normatiu, organitzada per COCEMFE","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2015-10-19","2015-10-19","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/83994","cas","","","http://hdl.handle.net/11703/83993","","","","CC-BY","openAccess","Sindicatura de Greuges de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Societat i benestar","notes de premsa","","Unas  600 personas asistieron  a la Fiesta de la  Infancia En la  Estación del Nord","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona. Districte 2. Eixample. Ausiàs Marc, Carrer (Barcelona). Marina, Carrer (Barcelona)","","2017-09-26","2017-09-26","Podeu consultar la versió en castellà a:  http://hdl.handle.net/11703/105845","La Síndica informa que en l'any 2012 ja va alertar al Districte de l'Eixample de les infraccions i incompliments del forn que va explotar el 16 de setembre de 2017","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/105844","cat","","http://hdl.handle.net/11703/105845","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Fleques. Explosions. Reclamacions","Seguretat","notes de premsa","","La Síndica va alertar el 2012 d'incompliments i infraccions durant 8 anys del forn de l'Eixample que va explotar el 16 de setembre","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2015-11-30","2015-11-30","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84252","cas","","","","","","","CC-BY","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","","","notes de premsa","","El Comité Profesional de BTV pide la intervención de la síndica para conseguir una cobertura sin bloques en la televisión municipal durante las campañas electorales","","text",""
"","Servei de Premsa","Barcelona","","2017-02-22","2017-02-22","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/100810","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Cinematografia. Acadèmia del Cinema Català","Cultura i oci","notes de premsa","","Ada Colau defensa el paper transformador del cinema a l'acte de nomenament dels Membres d'Honor de l'Acadèmia del Cinema Català","","text",""
"","Servei de Premsa","Barcelona. Districte 3. Sants-Montjuïc. Zona Franca (Barcelona : Barri)","","2017-03-10","2017-03-10","","És un pas necessari per poder recuperar els espais que ocupen ara les presons Model i de Trinitat Vella per al desenvolupament de nous equipaments municipals i l’augment del parc d’habitatges públics","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/101749","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Presons. Urbanisme. Presó Model de Barcelona","Urbanisme i infraestructures","notes de premsa","","L’Ajuntament i el Consorci de la Zona Franca acorden les permutes de terrenys i canvi d’usos que permetran reordenar el sistema penitenciari de Barcelona","","text",""
"","Sindicatura de Greuges de Barcelona","Roura, Passatge (Barcelona). Camp de l'Arpa del Clot (Barcelona : Barri). Barcelona. Districte 10. Sant Martí","","2017-04-18","2017-04-18","","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/101950","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Supressió de barreres arquitectòniques","","notes de premsa","","L'Ajuntament no ha pres cap mesura urgent per solucionar el problema d'accessibilitat del passatge Roura, a Sant Martí","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-03-09","2016-03-09","Podeu consultar la versió en català: http://hdl.handle.net/11703/89678. Podeu consultar un dictamen sobre aquest tema a: http://hdl.handle.net/11703/91771","","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/89679","cas","","http://hdl.handle.net/11703/89678. http://hdl.handle.net/11703/91771","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Menjadors escolars. Beques","Educació","notes de premsa","","La síndica propone que las becas de comedor extraordinarias, las que cubren todas las comidas, sean una priodidad","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-06-16","2016-06-16","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/97461","cas","","http://hdl.handle.net/11703/97460. http://hdl.handle.net/11703/97460","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Habitatges. Allotjament turístic","Habitatge. Turisme","notes de premsa","","La síndica de Barcelona plantea restringir la transmisión de las licencias de pisos turísticos en la compra-venta de viviendas","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona. Districte 5. Sarrià-Sant Gervasi. Eduardo Conde, Carrer (Barcelona)","","2016-12-16","2016-12-16","Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/99386. Podeu consultar un dictamen sobre aquest tema a: http://hdl.handle.net/11703/99587","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/99384","cat","","http://hdl.handle.net/11703/99386. http://hdl.handle.net/11703/99587","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Escoles. Gasolineres. Salut pública","Urbanisme i infraestructures","notes de premsa","","La síndica considera inadequat ubicar una benzinera en una zona amb escoles","","text",""
"","Institut Barcelona Esports","Barcelona","2017","2017-05-05","2017-05-05","","El comissionat d’Esports dóna el tret de sortida i presideix l’entrega de premis de la Cursa Bombers Barcelona, que se celebra aquest diumenge 7 de maig amb inici i arribada a l’avinguda Marquès de l’Argentera","","application/pdf","2 p.","","organismes autònoms","Mandat 2015-","http://hdl.handle.net/11703/102462","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Curses. Bombers. Atletisme","Esport","notes de premsa","","David Escudé dóna el tret de sortida de la Cursa Bombers Barcelona","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2015-11-18","2015-11-18","","","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84130","cat","","","","","","","CC-BY","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","","","notes de premsa","","La síndica, a favor de crear un nou marc normatiu a Barcelona per l'exercici de la prostitució voluntària","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona. Districte 7. Horta-Guinardó. Font d'en Fargues (Barcelona : Barri). Arc de Sant Martí, Passatge de l'","","2016-07-27","2016-07-27","Podeu consultar la versió en castellà a:  http://hdl.handle.net/11703/98143","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/98142","cat","","http://hdl.handle.net/11703/98143","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","","notes de premsa","","El passatge Arc de Sant Martí d'Horta-Guinardó serà públic; així ho va recomanar la síndica","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-12-29","2016-12-29","Podeu consultar la versió en català a: http://hdl.handle.net/11703/99511","","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/99512","cas","","http://hdl.handle.net/11703/99511","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Incapacitat laboral. Policia local. Treball","Societat i benestar. Salut. Ocupació","notes de premsa","","La síndica considera restrictivos los requisitos de acceso a la segunda actividad de los y las agentes de la Guardia Urbana en situación de incapacidad permanente","","text",""
"","Servei de Premsa","Barcelona","","2017-04-28","2017-04-28","","El primer tinent d'alcaldia i alcalde accidental, Gerardo Pisarello, s'ha sotmès a la sessió de control a la part final del Plenari","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/102011","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Primera Tinença d'Alcaldia. Alcaldia","Sector públic","notes de premsa","","Sessió de control a l'alcaldia","","text",""
