"ID","METODE","DATA","Codi_Districte","Nom_Districte","F0","F1","F2","RENDA","Q1","Q2","EDAT","ID4","ID4_PAIS","ID5","P9","ID7","ID8","ID9","P1","P1A","Q1A","P1B","P2_1","P2_2","P2_3","P2_4","P2_6","P2_7","P2_5","P2_5B","P2","P2A","P2B","P3_1","P3_2","P3_3","P3_0","P3_95","P3_98","P3_99","P4","P5A_1","P5A_2","P5A_3","P5A_4","P5A_5","P5A_6","P5A_7","P5A_8","P5A_9","P5A_10","P5A_11","P5A_12","P5A_13","P5A_14","P5A_15","P5A_16","P5A_17","P5A_18","P5A_19","P5A_20","P5A_18_cod","P6","P7","Q8","P8B","P9B","P10","P10B_1","P10B_2","P10B_3","P10B_4","P10B_5","P10B_6","P10B_95","P10B_98","P10B_99","P11_0","P11_1","P11_2","P11_3","P11_4","P11_5","P11_98","P11_99","P11B","P11C_1","P11C_2","P11C_3","P11C_4","P11C_5","P11C_6","P11C_95","P11C_98","P11C_99","P12","Q12","P13","P13B_1","P13B_2","P13B_3","P13B_4","P13B_5","P13B_98","P13B_99","ID10","ID11","P14","P14_1cod","P14_2cod","P5A_1rec","P5A_2rec","P5A_3rec","P5A_4rec","P5A_5rec","P5A_6rec","P5A_7rec","P5A_8rec","P5A_9rec","P5A_10rec","P5A_11rec","P5A_12rec","P5A_13rec","P5A_14rec","P5A_15rec","P5A_16rec","P5A_17rec","P5A_18rec","P5A_19rec","P5A_20rec","P2_LLAR","Longitud","Latitud","Pes"
98,1,20201019,6,"Gràcia",1,1,1,3,1,21,1,1,"",1,4.0,2,3,0,1,2.0,8.0,"",3,0,3,2,1,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,1.0,"",2.0,0,"",2.0,2.0,"","","","","","","","","","","","","",3.0,"","","","",1.0,"","","","","","","","","",1,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,2.1385148,41.413689700000006,1.0625790000000002
99,1,20201019,8,"Nou Barris",2,1,1,1,2,64,5,1,"",3,"",3,2,0,1,1.0,4.0,"",2,1,0,0,0,0,0,"",1,98.0,"","","","","","",98.0,"",1,5.0,1.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,"",1.0,0,"",3.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",2,2,"","","",2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.1746562999999997,41.4467602,0.519469
100,1,20201020,2,"Eixample",1,1,1,3,1,73,6,1,"",3,"",3,2,0,1,2.0,7.0,"",0,1,0,1,0,0,0,"",2,"","",1.0,"","","","","","",1,4.0,2.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,"",2.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",5,2,"","","",1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.1750669,41.399626,0.940909
101,1,20201019,8,"Nou Barris",2,1,1,1,2,84,7,1,"",3,"",3,2,0,2,"","",6.0,0,0,0,0,0,0,0,"",2,"","","","","",0.0,"","","",7,"","","","","","","","","","","","","","","","","","","","","","",0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",1,2,"","","","","","","","","","","","","","","","","","","","","","","",0.0,2.1733534,41.4406905,0.616644
103,1,20201019,9,"Sant Andreu",1,1,1,2,2,23,1,1,"",1,2.0,4,4,0,1,2.0,8.0,"",4,0,4,1,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,5.0,5.0,1.0,3.0,3.0,4.0,2.0,1.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,1.0,2.0,1.0,0,"",1.0,2.0,"","","","","","","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",1,"",2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,9.0,2.191661,41.4231609,1.831161
106,1,20201019,2,"Eixample",1,1,1,3,2,73,6,1,"",3,"",1,1,0,1,2.0,9.0,"",1,0,1,0,0,1,0,"",1,2.0,98.0,1.0,2.0,"","","","","",1,1.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,2.0,1.0,6,10.0,"","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,9.0,1,"",2.0,"",4.0,"","","",5,2,"","","",1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.1795953999999997,41.395921200000004,0.91384
110,1,20201019,3,"Sants - Montjuïc",2,1,1,2,1,68,6,1,"",3,"",3,2,0,1,2.0,8.0,"",3,1,1,1,0,1,0,"",1,2.0,2.0,1.0,"","","","","","",1,1.0,1.0,3.0,5.0,5.0,5.0,1.0,4.0,1.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,3.0,"",1.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,5.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,2.124037,41.3749236,1.981732
111,1,20201019,5,"Sarrià - Sant Gervasi",1,1,1,5,2,63,5,1,"",1,1.0,2,2,0,1,1.0,4.0,"",2,1,1,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,5.0,4.0,5.0,1.0,1.0,4.0,4.0,4.0,1.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,0,"",1.0,1.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,10.0,3,"","","","","","","",3,2,"","","",1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.1462226,41.403135799999994,0.572459
113,1,20201019,10,"Sant Martí",2,1,1,4,1,70,6,1,"",3,"",3,2,0,1,2.0,7.0,"",0,1,0,1,0,0,0,"",2,"","","","","",0.0,"","","",6,"","","","","","","","","","","","","","","","","","","","","","",0,"",3.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",2,2,"","","","","","","","","","","","","","","","","","","","","","","",2.0,2.2046672000000003,41.403041200000004,0.7479180000000001
115,1,20201019,10,"Sant Martí",1,1,1,2,2,60,5,1,"",3,"",3,2,0,1,1.0,7.0,"",2,0,2,0,0,0,0,"",1,98.0,"",1.0,"","","","","","",1,3.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,"",2.0,0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,6.0,3,"","","","","","","",4,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.190938,41.407075899999995,1.7400630000000001
117,1,20201019,6,"Gràcia",2,1,1,3,2,64,5,1,"",3,"",3,2,0,1,2.0,8.0,"",2,2,2,2,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,3.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,4.0,"",2.0,0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,8.0,3,"","","","","","","",3,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,2.147739,41.41773320000001,0.8096399999999999
118,1,20201019,8,"Nou Barris",2,1,1,1,2,48,4,3,340.0,4,"",2,2,0,1,1.0,10.0,"",2,0,0,0,1,0,0,"",1,1.0,"",1.0,"","","","","","",1,4.0,1.0,4.0,1.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,2.0,"",2.0,0,"",3.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.1698776,41.431042,0.553746
120,1,20201019,3,"Sants - Montjuïc",1,1,1,2,1,76,7,1,"",3,"",3,2,0,1,2.0,9.0,"",2,1,0,2,0,1,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,5.0,5.0,3.0,5.0,1.0,3.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,"",2.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,4.0,3,"","","","","","","",5,2,"","","",1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,2.1467291,41.370697,2.054779
125,1,20201020,8,"Nou Barris",1,1,1,1,2,83,7,1,"",3,"",1,1,0,2,"","",7.0,0,0,0,0,0,0,0,"",2,"","","","","",0.0,"","","",7,"","","","","","","","","","","","","","","","","","","","","","",0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",5,2,"","","","","","","","","","","","","","","","","","","","","","","",0.0,2.1649342000000003,41.438244700000006,0.616644
132,1,20201019,10,"Sant Martí",1,1,1,4,1,64,5,1,"",3,"",3,2,0,1,2.0,8.0,"",2,0,0,1,0,1,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,3.0,1.0,4.0,5.0,1.0,4.0,4.0,4.0,1.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,"",1.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,8.0,2,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.2014384,41.4036694,0.69604
133,1,20201019,8,"Nou Barris",1,1,1,1,1,46,4,1,"",1,4.0,4,4,2,1,2.0,7.0,"",2,1,3,0,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,2.0,5.0,3.0,1.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,1.0,3.0,2.0,1.0,0,"",2.0,2.0,1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,2.1625109,41.4432382,0.591631
135,1,20201019,8,"Nou Barris",2,1,1,1,2,49,4,1,"",2,"",4,4,1,1,2.0,7.0,"",4,1,1,1,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,1.0,5.0,2.0,5.0,2.0,1.0,3.0,1.0,1.0,0,"",1.0,"",1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",4,2,"","","",1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,7.0,2.1839838,41.4492599,0.553746
136,1,20201019,8,"Nou Barris",2,1,1,1,2,55,5,1,"",4,"",3,2,0,1,1.0,7.0,"",2,0,0,1,0,0,0,"",1,1.0,"","","","",0.0,"","","",7,"","","","","","","","","","","","","","","","","","","","","","",0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",2,2,"","","","","","","","","","","","","","","","","","","","","","","",3.0,2.1766424,41.430159700000004,0.519469
137,1,20201020,8,"Nou Barris",1,1,1,1,2,45,4,1,"",1,2.0,3,2,0,1,2.0,8.0,"",2,0,0,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,3.0,1.0,3.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,"",1.0,0,"",3.0,2.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,10.0,3,"","","","","","","",4,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.1725964,41.447086,0.553746
138,1,20201020,10,"Sant Martí",2,1,1,4,2,60,5,1,"",1,2.0,3,2,0,1,2.0,8.0,"",2,1,0,1,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,4.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,3.0,"",2.0,0,"",2.0,1.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,9.0,2,"","","","","","","",4,2,"","","",1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.2122525,41.4100941,0.695347
145,1,20201019,2,"Eixample",2,1,1,3,1,65,6,2,"",1,5.0,4,4,0,1,2.0,10.0,"",3,1,1,1,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,2.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0,4.0,1.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,1.0,"",1.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,2.1592689,41.3783517,0.940909
146,1,20201019,7,"Horta - Guinardó",2,1,1,2,2,70,6,1,"",3,"",3,2,0,1,2.0,8.0,"",2,0,0,1,0,0,0,"",1,98.0,"","","","",0.0,"","","",7,"","","","","","","","","","","","","","","","","","","","","","",0,"",4.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",2,2,"","","","","","","","","","","","","","","","","","","","","","","",3.0,2.1697136,41.427096899999995,2.0410939999999997
150,1,20201019,2,"Eixample",1,1,1,3,2,68,6,1,"",3,"",2,2,0,1,2.0,10.0,"",2,0,1,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,4.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,2.0,1.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,7.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.1759067,41.4091171,0.91384
153,1,20201019,10,"Sant Martí",1,1,1,2,1,63,5,1,"",1,5.0,2,2,0,1,2.0,5.0,"",2,0,2,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,4.0,1.0,4.0,3.0,5.0,5.0,1.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,"",1.0,0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",2,"","","","","","","",2,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.2021268,41.4198854,1.7432580000000002
154,1,20201019,3,"Sants - Montjuïc",1,1,1,2,2,52,4,1,"",1,3.0,6,5,0,1,2.0,7.0,"",5,2,2,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,1.0,"",2.0,0,"",2.0,1.0,"","","","","","","","","","","","","","",4.0,"","","",1.0,"","","","","","","","","",2,9.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,9.0,2.137443,41.3776357,1.6428029999999998
155,1,20201020,8,"Nou Barris",2,1,2,1,2,50,4,1,"",1,2.0,4,4,0,1,2.0,8.0,"",4,1,4,1,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,3.0,2.0,5.0,5.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,5.0,3.0,1.0,5.0,2.0,1.0,2.0,5.0,2.0,0,"",4.0,1.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,10.0,2.1640411,41.4424117,0.553746
159,1,20201021,5,"Sarrià - Sant Gervasi",1,1,1,5,2,61,5,1,"",1,5.0,4,3,0,1,2.0,9.0,"",3,3,2,1,0,1,1,1.0,1,1.0,"",1.0,"","","","","","",1,1.0,1.0,2.0,1.0,3.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,1.0,"",2.0,0,"",2.0,"","","","","","","","","","","","","","","","",5.0,"","",1.0,"","","","","","","","","",2,7.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,9.0,2.1204387000000002,41.397259600000005,0.572459
160,1,20201029,3,"Sants - Montjuïc",2,1,1,2,1,58,5,1,"",1,5.0,4,3,0,1,2.0,6.0,"",3,0,2,0,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,"",2.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",2,2,"","","",1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.1291901,41.3723012,1.7432580000000002
161,1,20201019,8,"Nou Barris",2,1,1,1,2,56,5,1,"",1,5.0,2,2,0,1,1.0,8.0,"",2,0,1,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,4.0,3.0,5.0,5.0,5.0,2.0,1.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,1.0,2.0,6,9.0,"","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,6.0,3,"","","","","","","",3,2,"","","",1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.1725782000000002,41.4293188,0.519469
163,1,20201019,3,"Sants - Montjuïc",2,1,1,2,2,60,5,1,"",3,"",4,3,0,1,2.0,8.0,"",0,0,0,0,0,0,0,"",2,"","",1.0,"","","","","","",6,"","","","","","","","","","","","","","","","","","","","","","",98,"","","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",3,2,"","","","","","","","","","","","","","","","","","","","","","","",0.0,2.1346966,41.3568452,1.7400630000000001
165,1,20201019,3,"Sants - Montjuïc",1,1,1,2,1,67,6,1,"",3,"",4,3,0,1,2.0,10.0,"",3,1,1,0,0,0,0,"",2,"","",1.0,"","","","","","",1,3.0,1.0,5.0,1.0,5.0,5.0,1.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,1.0,2.0,5,5.0,"","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,10.0,3,"","","","","","","",2,2,"","","",1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,2.1336133,41.37893029999999,1.981732
166,1,20201020,2,"Eixample",1,1,1,5,1,70,6,1,"",3,"",2,2,0,1,2.0,8.0,"",2,1,1,1,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,2.0,5.0,5.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,"",1.0,0,"",2.0,"","","","","","","","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",0,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,2.1577269,41.3949729,0.6212770000000001
168,1,20201019,8,"Nou Barris",1,1,1,1,2,61,5,1,"",3,"",1,1,0,1,2.0,6.0,"",0,0,1,0,0,0,0,"",2,"","",1.0,"","","","","","",1,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"",1.0,0,"",1.0,"","","","","","","","","","","","","",2.0,"","","","","",1.0,"","","","","","","","","",1,"",2,"","","","","","","",5,2,"","","",1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.1746953999999996,41.4365544,0.519469
171,1,20201019,3,"Sants - Montjuïc",2,1,1,2,2,74,6,1,"",3,"",1,1,0,2,"","",7.0,0,0,0,0,0,0,0,"",2,"","","","","",0.0,"","","",7,"","","","","","","","","","","","","","","","","","","","","","",0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",2,2,"","","","","","","","","","","","","","","","","","","","","","","",0.0,2.1381811,41.357681,2.0410939999999997
187,1,20201019,8,"Nou Barris",1,1,1,1,1,21,1,1,"",5,"",4,4,1,1,2.0,9.0,"",4,1,2,2,3,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,"",1.0,0,"",2.0,"",2.0,"","",3.0,"","","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",2,6.0,2,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,9.0,2.1730403999999997,41.4379243,0.9425290000000001
196,1,20201020,3,"Sants - Montjuïc",1,1,1,2,1,47,4,1,"",2,"",4,4,1,1,2.0,6.0,"",4,1,1,1,1,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,2.0,2.0,"",3.0,0,"",4.0,"",1.0,"","","","","","","","","","","","","",4.0,"","","",1.0,"","","","","","","","","",2,8.0,3,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,2.1428189,41.358850700000005,1.8575540000000001
198,1,20201021,5,"Sarrià - Sant Gervasi",2,1,1,5,2,56,5,1,"",1,4.0,4,4,0,1,2.0,8.0,"",4,1,4,1,1,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0,2.0,2.0,"",1.0,0,"",2.0,2.0,"","","","","","","","","","","","","",3.0,"","","","",1.0,"","","","","","","","","",2,8.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,10.0,2.1209785,41.39545220000001,0.572459
201,1,20201022,2,"Eixample",1,1,1,5,2,63,5,1,"",1,5.0,3,2,0,1,2.0,7.0,"",2,1,2,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",2,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,5.0,4.0,2.0,5.0,5.0,2.0,2.0,"",1.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,8.0,3,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.17663,41.3970158,0.572459
205,1,20201020,3,"Sants - Montjuïc",1,1,1,2,2,46,4,1,"",2,"",5,3,0,2,"","",7.0,1,2,0,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,4.0,1.0,4.0,4.0,5.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,"",2.0,6,3.0,"","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",2,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.1369317999999997,41.3757604,1.6428029999999998
206,1,20201019,2,"Eixample",2,1,1,3,2,80,7,1,"",3,"",6,3,0,1,98.0,98.0,"",0,0,0,0,0,0,0,"",2,"","","","","",0.0,"","","",7,"","","","","","","","","","","","","","","","","","","","","","",0,"",5.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",2,"","","","","","","",1,1,2.0,"",3.0,"","","","","","","","","","","","","","","","","","","","",0.0,2.175188,41.4076747,0.918977
