"POLIGON","CAPACITAT","GEOM_WKT"
26991,"C3","MULTIPOLYGON (((430099.791910416 4587980.93861535,430099.794999827 4587980.93910955,430099.798090748 4587980.93862489,430099.800880619 4587980.93720879,430099.803096347 4587980.93499989,430099.804521042 4587980.9322144,430099.805015244 4587980.92912499,430099.804530577 4587980.92603407,430099.803114484 4587980.9232442,430099.800905583 4587980.92102847,430099.798120095 4587980.91960378,429955.549497035 4587933.80421295,429955.546407624 4587933.80371874,429955.543316703 4587933.80420341,429955.540526832 4587933.8056195,429955.538311104 4587933.8078284,429955.53688641 4587933.81061389,429955.536392208 4587933.8137033,429955.536876874 4587933.81679423,429955.538292967 4587933.8195841,429955.540501868 4587933.82179982,429955.543287356 4587933.82322452,430099.791910416 4587980.93861535)))"
25797,"C3","MULTIPOLYGON (((429686.725827655 4587873.04705772,429686.728952699 4587873.04720872,429686.731971452 4587873.04638663,429686.734588419 4587873.04467194,429686.736547433 4587873.04223248,429686.737656731 4587873.03930705,429686.737807727 4587873.036182,429686.736985642 4587873.03316325,429686.735270947 4587873.03054628,429686.732831487 4587873.02858727,429686.729906055 4587873.02747797,429615.929015172 4587858.27987964,429615.925890128 4587858.27972864,429615.922871375 4587858.28055072,429615.920254408 4587858.28226542,429615.918295395 4587858.28470488,429615.917186097 4587858.28763031,429615.9170351 4587858.29075535,429615.917857185 4587858.29377411,429615.919571881 4587858.29639108,429615.92201134 4587858.29835009,429615.924936773 4587858.29945939,429686.725827655 4587873.04705772)))"
25790,"C3","MULTIPOLYGON (((429453.124820881 4587811.17756948,429453.127888441 4587811.17818492,429453.130996047 4587811.17782232,429453.133839505 4587811.17651716,429453.136140479 4587811.1743972,429453.137673731 4587811.17166996,429453.138289178 4587811.1686024,429453.137926575 4587811.1654948,429453.136621415 4587811.16265134,429453.134501458 4587811.16035037,429453.131774219 4587811.15881711,429321.246083484 4587762.25587479,429321.243015924 4587762.25525934,429321.239908318 4587762.25562195,429321.23706486 4587762.25692711,429321.234763887 4587762.25904706,429321.233230634 4587762.2617743,429321.232615187 4587762.26484186,429321.232977791 4587762.26794947,429321.23428295 4587762.27079293,429321.236402908 4587762.2730939,429321.239130147 4587762.27462715,429453.124820881 4587811.17756948)))"
25781,"C3","MULTIPOLYGON (((429185.663611479 4587708.03612782,429185.666610104 4587708.03702054,429185.669737831 4587708.03694293,429185.672688496 4587708.03590261,429185.675173267 4587708.0340014,429185.676948917 4587708.0314254,429185.677841635 4587708.02842678,429185.677764033 4587708.02529905,429185.676723709 4587708.02234838,429185.674822496 4587708.01986361,429185.672246499 4587708.01808796,429114.778438783 4587674.08381541,429114.775440157 4587674.0829227,429114.772312431 4587674.0830003,429114.769361766 4587674.08404062,429114.766876995 4587674.08594183,429114.765101344 4587674.08851783,429114.764208627 4587674.09151646,429114.764286229 4587674.09464418,429114.765326553 4587674.09759485,429114.767227766 4587674.10007962,429114.769803763 4587674.10185527,429185.663611479 4587708.03612782)))"
5744,"C3","MULTIPOLYGON (((428792.279595586 4587423.77068662,428792.281436372 4587423.77321649,428792.283968834 4587423.77505369,428792.286945077 4587423.77601841,428792.290073766 4587423.7760162,428792.293048642 4587423.77504728,428792.295578504 4587423.77320649,428792.297415712 4587423.77067403,428792.298380426 4587423.76769778,428792.298378214 4587423.7645691,428792.297409293 4587423.76159422,428712.199784901 4587266.83551104,428712.197944115 4587266.83298118,428712.195411653 4587266.83114398,428712.19243541 4587266.83017926,428712.189306721 4587266.83018147,428712.186331845 4587266.83115039,428712.183801983 4587266.83299118,428712.181964775 4587266.83552364,428712.181000061 4587266.83849989,428712.181002273 4587266.84162857,428712.181971194 4587266.84460345,428792.279595586 4587423.77068662)))"
25783,"C3","MULTIPOLYGON (((428654.300353317 4587107.60584826,428654.301760329 4587107.60864272,428654.303962013 4587107.61086562,428654.306742853 4587107.61229937,428654.309830641 4587107.61280361,428654.312923122 4587107.612329,428654.315717583 4587107.61092199,428654.317940483 4587107.60872031,428654.319374228 4587107.60593947,428654.319878474 4587107.60285168,428654.319403862 4587107.5997592,428634.158078511 4587044.52206554,428634.156671499 4587044.51927107,428634.154469814 4587044.51704818,428634.151688974 4587044.51561443,428634.148601187 4587044.51511018,428634.145508705 4587044.5155848,428634.142714244 4587044.51699181,428634.140491345 4587044.51919349,428634.139057599 4587044.52197433,428634.138553353 4587044.52506212,428634.139027966 4587044.5281546,428654.300353317 4587107.60584826)))"
5741,"C3","MULTIPOLYGON (((428634.218288414 4587044.72987499,428634.219903734 4587044.73255444,428634.222267989 4587044.73460358,428634.22514975 4587044.73582184,428634.22826693 4587044.73608996,428634.231314397 4587044.73538169,428634.233993844 4587044.73376637,428634.236042989 4587044.73140212,428634.237261246 4587044.72852036,428634.237529364 4587044.72540318,428634.236821098 4587044.72235571,428582.943794249 4586918.3010633,428582.942178929 4586918.29838385,428582.939814673 4586918.29633471,428582.936932912 4586918.29511645,428582.933815732 4586918.29484833,428582.930768265 4586918.2955566,428582.928088818 4586918.29717192,428582.926039674 4586918.29953617,428582.924821417 4586918.30241793,428582.924553299 4586918.30553511,428582.925261565 4586918.30858258,428634.218288414 4587044.72987499)))"
18613,"A4","MULTIPOLYGON (((428514.713948594 4587320.91209871,428514.711427118 4587320.91395097,428514.70960143 4587320.91649175,428514.708650242 4587320.91947234,428514.708666663 4587320.92260099,428514.709649085 4587320.92557143,428514.711501341 4587320.92809291,428514.714042121 4587320.9299186,428514.717022715 4587320.93086979,428514.720151361 4587320.93085336,428514.723121806 4587320.92987094,428547.666211558 4587303.9261548,428547.668733034 4587303.92430254,428547.670558722 4587303.92176176,428547.67150991 4587303.91878117,428547.671493489 4587303.91565252,428547.670511067 4587303.91268208,428547.668658811 4587303.9101606,428547.666118031 4587303.90833491,428547.663137437 4587303.90738373,428547.660008791 4587303.90740015,428547.657038346 4587303.90838257,428514.713948594 4587320.91209871)))"
26232,"C3","MULTIPOLYGON (((425531.154338407 4582751.04604949,425531.152801715 4582751.04332419,425531.150498069 4582751.04120713,425531.147652966 4582751.03990556,425531.144544905 4582751.03954688,425531.141478124 4582751.0401662,425531.138752822 4582751.04170289,425531.136635769 4582751.04400653,425531.135334198 4582751.04685164,425531.134975515 4582751.0499597,425531.135594832 4582751.05302648,425560.458381611 4582829.82824027,425560.459918303 4582829.83096557,425560.462221949 4582829.83308262,425560.465067051 4582829.8343842,425560.468175112 4582829.83474288,425560.471241893 4582829.83412356,425560.473967196 4582829.83258687,425560.476084248 4582829.83028322,425560.477385819 4582829.82743812,425560.477744502 4582829.82433006,425560.477125186 4582829.82126328,425531.154338407 4582751.04604949)))"
26236,"C3","MULTIPOLYGON (((425430.929107861 4582501.15010109,425430.927483525 4582501.1474271,425430.925112381 4582501.14538593,425430.922226533 4582501.14417739,425430.919108468 4582501.14391977,425430.916063404 4582501.1446383,425430.913389412 4582501.14626263,425430.911348243 4582501.14863378,425430.910139699 4582501.15151963,425430.909882081 4582501.15463769,425430.910600608 4582501.15768276,425498.931747598 4582667.20106655,425498.933371933 4582667.20374054,425498.935743077 4582667.20578171,425498.938628925 4582667.20699025,425498.94174699 4582667.20724787,425498.944792055 4582667.20652934,425498.947466046 4582667.20490501,425498.949507216 4582667.20253386,425498.95071576 4582667.19964802,425498.950973377 4582667.19652995,425498.950254851 4582667.19348489,425430.929107861 4582501.15010109)))"
26240,"C3","MULTIPOLYGON (((425355.214386662 4582316.90247482,425355.21274865 4582316.89980918,425355.210367081 4582316.89778018,425355.207475079 4582316.89658644,425355.204355736 4582316.8963448,425355.201314392 4582316.89707891,425355.198648757 4582316.89871693,425355.196619761 4582316.9010985,425355.195426016 4582316.9039905,425355.195184375 4582316.90710984,425355.195918491 4582316.91015118,425399.399667632 4582423.25762242,425399.401305644 4582423.26028806,425399.403687214 4582423.26231705,425399.406579215 4582423.2635108,425399.409698559 4582423.26375244,425399.412739902 4582423.26301832,425399.415405537 4582423.26138031,425399.417434534 4582423.25899874,425399.418628278 4582423.25610674,425399.418869919 4582423.2529874,425399.418135803 4582423.24994605,425355.214386662 4582316.90247482)))"
26244,"C3","MULTIPOLYGON (((425495.686328523 4582635.07619682,425495.687887892 4582635.07890921,425495.690209116 4582635.08100698,425495.693064976 4582635.08228477,425495.69617592 4582635.08261752,425495.699237429 4582635.08197265,425495.701949819 4582635.08041328,425495.704047585 4582635.07809205,425495.70532538 4582635.07523619,425495.705658127 4582635.07212525,425495.705013253 4582635.06906374,425415.175001399 4582424.12494239,425415.173442029 4582424.12223,425415.171120806 4582424.12013224,425415.168264946 4582424.11885444,425415.165154002 4582424.1185217,425415.162092493 4582424.11916657,425415.159380102 4582424.12072594,425415.157282337 4582424.12304716,425415.156004541 4582424.12590302,425415.155671795 4582424.12901397,425415.156316668 4582424.13207547,425495.686328523 4582635.07619682)))"
27269,"C3","MULTIPOLYGON (((427124.489663349 4584825.99085149,427124.492503187 4584825.99216451,427124.495609779 4584825.9925357,427124.498679028 4584825.99192874,427124.501410497 4584825.99040304,427124.503536809 4584825.98810793,427124.504849826 4584825.9852681,427124.505221021 4584825.9821615,427124.50461406 4584825.97909225,427124.503088354 4584825.97636079,427124.500793252 4584825.97423447,426938.935391498 4584701.68447808,426938.93255166 4584701.68316507,426938.929445068 4584701.68279387,426938.926375819 4584701.68340083,426938.92364435 4584701.68492654,426938.921518038 4584701.68722164,426938.920205021 4584701.69006148,426938.919833826 4584701.69316807,426938.920440788 4584701.69623732,426938.921966493 4584701.69896879,426938.924261595 4584701.7010951,427124.489663349 4584825.99085149)))"
27293,"C3","MULTIPOLYGON (((433368.462948565 4582664.65955293,433368.465537416 4582664.66130979,433368.468542459 4582664.66218066,433368.471669538 4582664.6620803,433368.474612554 4582664.66101853,433368.477083423 4582664.65909929,433368.47884028 4582664.65651043,433368.479711152 4582664.65350539,433368.47961079 4582664.65037831,433368.47854902 4582664.6474353,433368.476629775 4582664.64496443,433185.80335352 4582493.33259335,433185.800764669 4582493.33083649,433185.797759627 4582493.32996562,433185.794632548 4582493.33006598,433185.791689532 4582493.33112775,433185.789218663 4582493.33304699,433185.787461806 4582493.33563584,433185.786590934 4582493.33864089,433185.786691295 4582493.34176797,433185.787753065 4582493.34471098,433185.78967231 4582493.34718185,433368.462948565 4582664.65955293)))"
17151,"A4","MULTIPOLYGON (((430669.756362263 4580879.44320234,430669.75840632 4580879.44083368,430669.75961838 4580879.43794931,430669.759879797 4580879.43483156,430669.759164982 4580879.43178562,430669.757543906 4580879.42910965,430669.755175251 4580879.4270656,430669.752290878 4580879.42585354,430669.749173129 4580879.42559212,430669.746127192 4580879.42630694,430669.743451223 4580879.42792801,430590.531430132 4580946.38404462,430590.529386075 4580946.38641327,430590.528174015 4580946.38929765,430590.527912598 4580946.3924154,430590.528627413 4580946.39546133,430590.530248489 4580946.3981373,430590.532617144 4580946.40018136,430590.535501517 4580946.40139342,430590.538619266 4580946.40165484,430590.541665203 4580946.40094002,430590.544341172 4580946.39931895,430669.756362263 4580879.44320234)))"
17041,"A4","MULTIPOLYGON (((430755.987735096 4580998.85652693,430755.98983148 4580998.8588494,430755.992542942 4580998.86041038,430755.995604067 4580998.86105707,430755.998715209 4580998.86072618,430756.001571828 4580998.85945008,430756.003894299 4580998.8573537,430756.005455283 4580998.85464224,430756.006101978 4580998.85158111,430756.005771082 4580998.84846997,430756.004494986 4580998.84561335,430743.749849482 4580980.0262515,430743.747753098 4580980.02392903,430743.745041636 4580980.02236805,430743.741980512 4580980.02172135,430743.73886937 4580980.02205225,430743.73601275 4580980.02332835,430743.733690279 4580980.02542473,430743.732129296 4580980.02813619,430743.7314826 4580980.03119732,430743.731813496 4580980.03430846,430743.733089592 4580980.03716508,430755.987735096 4580998.85652693)))"
27141,"C3","MULTIPOLYGON (((430704.72906789 4588250.02269327,430704.732037821 4588250.02367725,430704.735166458 4588250.0236953,430704.738147549 4588250.02274568,430704.740689285 4588250.02092132,430704.742542861 4588250.01840081,430704.743526839 4588250.01543088,430704.743544897 4588250.01230225,430704.742595271 4588250.00932116,430704.740770914 4588250.00677942,430704.738250408 4588250.00492584,430497.322223605 4588142.80867792,430497.319253675 4588142.80769394,430497.316125038 4588142.80767589,430497.313143947 4588142.80862551,430497.310602211 4588142.81044987,430497.308748634 4588142.81297038,430497.307764657 4588142.81594031,430497.307746598 4588142.81906894,430497.308696225 4588142.82205003,430497.310520582 4588142.82459177,430497.313041088 4588142.82644535,430704.72906789 4588250.02269327)))"
27169,"C3","MULTIPOLYGON (((428591.049608183 4587038.04580094,428591.048085073 4587038.04306803,428591.045791991 4587038.04093954,428591.042953401 4587038.03962382,428591.039847164 4587038.03924968,428591.036777339 4587038.03985372,428591.034044422 4587038.04137683,428591.031915931 4587038.04366991,428591.030600217 4587038.04650851,428591.030226071 4587038.04961474,428591.030830118 4587038.05268457,428679.92942364 4587280.56212363,428679.93094675 4587280.56485654,428679.933239832 4587280.56698503,428679.936078422 4587280.56830075,428679.939184659 4587280.56867489,428679.942254484 4587280.56807085,428679.944987401 4587280.56654774,428679.947115892 4587280.56425465,428679.948431606 4587280.56141606,428679.948805752 4587280.55830983,428679.948201705 4587280.55524,428591.049608183 4587038.04580094)))"
27172,"C3","MULTIPOLYGON (((428506.751891466 4586815.65890291,428506.750338205 4586815.65618702,428506.74802171 4586815.65408403,428506.745168733 4586815.65279981,428506.742058546 4586815.65246006,428506.738995593 4586815.65309804,428506.7362797 4586815.65465131,428506.734176715 4586815.6569678,428506.732892494 4586815.65982078,428506.732552746 4586815.66293097,428506.733190727 4586815.66599392,428591.259873516 4587038.58380199,428591.261426776 4587038.58651789,428591.263743272 4587038.58862087,428591.266596248 4587038.58990509,428591.269706436 4587038.59024484,428591.272769388 4587038.58960686,428591.275485282 4587038.5880536,428591.277588267 4587038.5857371,428591.278872487 4587038.58288413,428591.279212236 4587038.57977394,428591.278574255 4587038.57671099,428506.751891466 4586815.65890291)))"
