"N_EXPEDIENT","DISTRICTE","BARRI","TIPUS_CARRER","CARRER","TIPUS_NUM","NUM1","LLETRA1","NUM2","LLETRA2","BLOC","PORTAL","ESCALA","PIS","PORTA","NUMERO_REGISTRE_GENERALITAT","NUMERO_PLACES","LONGITUD_X","LATITUD_Y"
"02-2014-1007","L'EIXAMPLE","Sant Antoni","Carrer","SEPULVEDA",1,157,"","","","","","","EN","1","HUTB-010001",7.0,2.160385614,41.38073083
"02-2014-1009","L'EIXAMPLE","Sant Antoni","Carrer","SEPULVEDA",1,157,"","","","","","","EN","2","HUTB-010306",7.0,2.160385614,41.38073083
"02-2014-1010","L'EIXAMPLE","Sant Antoni","Carrer","SEPULVEDA",1,157,"","","","","","","PR","1","HUTB-010304",7.0,2.160385614,41.38073083
"02-2014-1011","L'EIXAMPLE","Sant Antoni","Carrer","SEPULVEDA",1,157,"","","","","","","PR","2","HUTB-010302",7.0,2.160385614,41.38073083
"02-2014-1012","L'EIXAMPLE","Sant Antoni","Carrer","SEPULVEDA",1,157,"","","","","","","4","1","HUTB-010308",7.0,2.160385614,41.38073083
"04-2014-0168","LES CORTS","les Corts","Carrer","SOLA",1,23,"","","","","","","BJ","B","HUTB-011625",19.0,2.1319900940000003,41.38558046
"06-2014-0548","GRACIA","el Camp d'en Grassot i Gràcia Nova","Passeig","SANT JOAN",1,163,"","","","","","","3","3","HUTB-013045",8.0,2.164171997,41.40047369
"06-2014-0549","GRACIA","la Vila de Gràcia","Carrer","RIERA DE SANT MIQUEL",1,15,"","","","","","","BJ","1","HUTB-013014",2.0,2.156095311,41.39551431
"06-2014-0551","GRACIA","la Vila de Gràcia","Carrer","RIERA DE SANT MIQUEL",1,15,"","","","","","","BJ","2","HUTB-013015",6.0,2.156095311,41.39551431
"06-2014-0552","GRACIA","la Vila de Gràcia","Carrer","RIERA DE SANT MIQUEL",1,15,"","","","","","","BJ","3","HUTB-013016",6.0,2.156095311,41.39551431
"06-2014-0553","GRACIA","la Vila de Gràcia","Carrer","RIERA DE SANT MIQUEL",1,15,"","","","","","","2","1","HUTB-013010",4.0,2.156095311,41.39551431
"06-2014-0554","GRACIA","la Vila de Gràcia","Carrer","RIERA DE SANT MIQUEL",1,15,"","","","","","","2","2","HUTB-013011",4.0,2.156095311,41.39551431
"06-2014-0555","GRACIA","la Vila de Gràcia","Carrer","RIERA DE SANT MIQUEL",1,15,"","","","","","","2","3","HUTB-013012",4.0,2.156095311,41.39551431
"06-2014-0556","GRACIA","la Vila de Gràcia","Carrer","RIERA DE SANT MIQUEL",1,15,"","","","","","","AT","2","HUTB-013013",2.0,2.156095311,41.39551431
"02-2014-1347","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","ENRIC GRANADOS",2,106,"","","","","","","4","2","HUTB-011305",7.0,2.153716539,41.39180192
"02-2014-1349","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","ENRIC GRANADOS",1,91,"","","","","","","5","1","HUTB-011303",3.0,2.155305269,41.39033447
"02-2014-1354","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","ENRIC GRANADOS",1,99,"","","","","","","6","3","HUTB-011304",7.0,2.154627196,41.39083588
"03-2014-0403","SANTS-MONTJUÏC","el Poble Sec","Carrer","VALLHONRAT",1,7,"","","","","","","AT","2","HUTB-011667",7.0,2.156349724,41.37269237
"05-2014-0237","SARRIA-SANT GERVASI","el Putxet i el Farró","Carrer","BALMES",2,346,"","","","","","","2","1","HUTB-010838",7.0,2.141674992,41.40175785
"03-2014-0415","SANTS-MONTJUÏC","el Poble Sec","Carrer","RICART",2,28,"","","","","","","2","1","HUTB-010853",5.0,2.1566824419999997,41.37148851
"10-2014-0395","SANT MARTI","Diagonal Mar i el Front Marítim del Poblenou","Passeig","GARCIA FARIA",1,75,"","","","","","","24","1","HUTB-011468",10.0,2.214219692,41.40312153
"10-2014-0397","SANT MARTI","Diagonal Mar i el Front Marítim del Poblenou","Carrer","BAC DE RODA",2,36,"","","","","","","2","2","HUTB-010801",6.0,2.207183536,41.4025748
"10-2014-0402","SANT MARTI","la Vila Olímpica del Poblenou","Avinguda","ICARIA",2,150,"","","","","","","2","2","HUTB-011210",10.0,2.195143535,41.38841694
"02-2014-0270","L'EIXAMPLE","la Sagrada Família","Carrer","LEPANT",1,257,"","","","","","","3","1","HUTB-010851",4.0,2.176026484,41.40211024
"02-2014-0330","L'EIXAMPLE","la Sagrada Família","Carrer","MALLORCA",2,494,"","","","","","","2","4","HUTB-008627",6.0,2.178746533,41.40482355
"02-2014-0673","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","PROVENÇA",2,304,"","","","","","","EN","1B","HUTB-010232",4.0,2.16165206,41.39370581
"03-2014-0801","SANTS-MONTJUÏC","Sants","Carrer","RIERA DE TENA",1,37,"","","","","","","BJ","1","HUTB-012689",1.0,2.132402374,41.36991443
"02-2014-0696","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CASANOVA",1,115,"","","","","","","PR","2","HUTB-009748",6.0,2.154401923,41.38588155
"03-2014-0453","SANTS-MONTJUÏC","el Poble Sec","Carrer","SALVA",2,70,"","","","","","","3","1","HUTB-011054",4.0,2.163959298,41.37012021
"03-2014-0283","SANTS-MONTJUÏC","el Poble Sec","Carrer","TAPIOLES",2,12,"","","","","","","3","2","HUTB-009803",4.0,2.163457729,41.37210218
"02-2014-0755","L'EIXAMPLE","la Dreta de l'Eixample","Passatge","DOMINGO",2,8,"","","","","","","1","1","HUTB-047803",4.0,2.161323061,41.39102973
"02-2014-0757","L'EIXAMPLE","la Dreta de l'Eixample","Passatge","DOMINGO",2,8,"","","","","","","2","1","HUTB-012045",4.0,2.161323061,41.39102973
"02-2014-0760","L'EIXAMPLE","la Sagrada Família","Carrer","VALENCIA",1,381,"","","","","","","2","4","HUTB-010383",7.0,2.172564801,41.39877091
"06-2014-0255","GRACIA","la Vila de Gràcia","Carrer","CIUDAD REAL",2,22,"","","","","","","EN","","HUTB-009891",5.0,2.158286586,41.40169443
"02-2014-1168","L'EIXAMPLE","Sant Antoni","Carrer","PARLAMENT",2,18,"","","","","","","3","1","HUTB-010291",3.0,2.1608159280000003,41.37399115
"03-2014-0496","SANTS-MONTJUÏC","el Poble Sec","Carrer","ELKANO",2,60,"","","","","","","2","2","HUTB-012913",4.0,2.160952631,41.37177752
"02-2014-1182","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","ARAGO",1,321,"","","","","","","6","3","HUTB-009699",2.0,2.168828829,41.39432216
"02-2014-1183","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","ARAGO",1,321,"","","","","","A","4","1","HUTB-011097",2.0,2.168828829,41.39432216
"02-2014-1184","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","BALMES",1,137,"","","","","","","3","1","HUTB-010067",6.0,2.155651276,41.39177487
"02-2014-1185","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","BALMES",1,137,"","","","","","","5","2","HUTB-010068",6.0,2.155651276,41.39177487
"01-2014-0520","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","COMERCIAL",1,15,"","","","","","","3","1","HUTB-013582",5.0,2.18334475,41.38400715
"01-2014-0521","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","COMERCIAL",1,15,"","","","","","","4","1","HUTB-013580",4.0,2.18334475,41.38400715
"02-2014-0929","L'EIXAMPLE","Sant Antoni","Carrer","PARLAMENT",1,29,"","","","","","","EN","2","HUTB-010295",2.0,2.161454136,41.37474586
"03-2014-0325","SANTS-MONTJUÏC","el Poble Sec","Carrer","BLASCO DE GARAY",1,47,"","","","","","","1","1","HUTB-009599",4.0,2.161595855,41.3711287
"02-2014-1242","L'EIXAMPLE","la Dreta de l'Eixample","Passeig","GRACIA",2,46,"","","","","","","5","1","HUTB-009633",11.0,2.1647259119999998,41.38998895
"02-2014-2142","L'EIXAMPLE","la Dreta de l'Eixample","Rambla","CATALUNYA",2,42,"","","","","","","AT","1A","HUTB-012382",10.0,2.163861427,41.38832019
"02-2014-2143","L'EIXAMPLE","la Sagrada Família","Carrer","CASTILLEJOS",1,241,"","","","","","","2","2","HUTB-012381",3.0,2.179256266,41.40295581
"06-2014-0153","GRACIA","la Vila de Gràcia","Plaça","GAL.LA PLACIDIA",2,16,"",18.0,"","","","","4","1","HUTB-009162",8.0,2.151956956,41.39759402
"06-2014-0275","GRACIA","la Vila de Gràcia","Carrer","SANT GABRIEL",1,15,"","","","","","","1","1","HUTB-009834",5.0,2.15258027,41.39744284
"02-2014-0508","L'EIXAMPLE","Sant Antoni","Avinguda","PARAL.LEL",2,188,"","","","","","","6","4","HUTB-009311",9.0,2.152103386,41.37335108
"06-2014-0300","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","NAPOLS",1,285,"","","","","","","PR","","HUTB-009645",5.0,2.167864998,41.40129638
"06-2014-0334","GRACIA","la Vila de Gràcia","Carrer","OR",2,34,"","","","","","","PR","","HUTB-009805",8.0,2.156132767,41.40272156
"02-2014-2144","L'EIXAMPLE","el Fort Pienc","Carrer","LEPANT",2,190,"","","","","","","18","1","",4.0,2.181024513,41.39859396
"02-2014-2145","L'EIXAMPLE","Sant Antoni","Carrer","COMTE BORRELL",2,84,"","","","","","","PR","2A","HUTB-012389",5.0,2.158271635,41.37811103
"02-2014-2147","L'EIXAMPLE","el Fort Pienc","Gran Via","CORTS CATALANES",1,701,"","","","","","","SA","1","HUTB-012405",6.0,2.177268545,41.39548949
"02-2014-2149","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","COMTE D'URGELL",2,126,"","","","","","","5","","HUTB-012390",6.0,2.154370246,41.382828499999995
"05-2014-0373","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","TUSET",2,30,"","","","","","","1","3","HUTB-012490",8.0,2.150407092,41.39457129
"06-2014-0408","GRACIA","la Vila de Gràcia","Carrer","MOZART",2,22,"","","","","","","2","1","HUTB-011375",2.0,2.156994133,41.39769194
"06-2014-0409","GRACIA","la Vila de Gràcia","Carrer","MOZART",2,22,"","","","","","","1","1","HUTB-011374",2.0,2.156994133,41.39769194
"10-2014-0253","SANT MARTI","el Clot","Carrer","TER",1,27,"","","","","","","EN","1","HUTB-009445",5.0,2.186641885,41.40860751
"06-2014-0249","GRACIA","la Vila de Gràcia","Avinguda","DIAGONAL",2,478,"","","","","","","6","","HUTB-010186",5.0,2.1548045890000003,41.39402369
"07-2014-0270","HORTA-GUINARDÓ","el Guinardó","Rambla","VOLART",1,85,"","","","","","","SA","2","HUTB-012501",6.0,2.173790184,41.41547822
"10-2014-0310","SANT MARTI","el Poblenou","Carrer","MARIA AGUILO",1,131,"","","","","","","3","2","HUTB-011739",4.0,2.2043947619999997,41.39795038
"03-2014-0479","SANTS-MONTJUÏC","el Poble Sec","Carrer","VILA I VILA",1,77,"","","","","","","2","1","HUTB-011676",4.0,2.1674628240000002,41.37232379
"07-2014-0193","HORTA-GUINARDÓ","el Guinardó","Carrer","ARC DE SANT MARTI",1,77,"","","","","","","BJ","1","HUTB-011105",4.0,2.17082452,41.42178547
"07-2014-0194","HORTA-GUINARDÓ","el Guinardó","Carrer","ARC DE SANT MARTI",1,77,"","","","","","","AT","2","HUTB-011106",7.0,2.17082452,41.42178547
"06-2014-0483","GRACIA","el Coll","Carrer","PAU FERRAN",1,27,"","","","","","","1","2","HUTB-011422",5.0,2.150152464,41.41520323
"03-2014-0345","SANTS-MONTJUÏC","el Poble Sec","Carrer","BOBILA",1,13,"","","","","","","1","4","HUTB-009608",8.0,2.157316928,41.3710269
"02-2014-1118","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","BALMES",1,9,"","","","","","","AT","1","HUTB-010011",3.0,2.16476252,41.38488031
"02-2014-1119","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","MUNTANER",1,43,"","","","","","","3","1","HUTB-009601",13.0,2.159240819,41.38393326
"02-2014-0346","L'EIXAMPLE","la Dreta de l'Eixample","Gran Via","CORTS CATALANES",1,671,"","","","","","","4","2","HUTB-008775",6.0,2.17571681,41.39432479
"06-2014-0132","GRACIA","Vallcarca i els Penitents","Avinguda","REPUBLICA ARGENTINA",2,36,"","","","","","","1","1","HUTB-009361",2.0,2.146068573,41.40690194
"06-2014-0256","GRACIA","la Vila de Gràcia","Carrer","CIUDAD REAL",2,22,"","","","","","","1","","HUTB-009890",6.0,2.158286586,41.40169443
"06-2014-0257","GRACIA","la Vila de Gràcia","Carrer","CIUDAD REAL",2,22,"","","","","","","2","","HUTB-009889",5.0,2.158286586,41.40169443
"02-2014-0989","L'EIXAMPLE","la Sagrada Família","Avinguda","DIAGONAL",2,310,"","","","","","","1","3","HUTB-010031",8.0,2.1750058219999997,41.39908585
"03-2014-0336","SANTS-MONTJUÏC","el Poble Sec","Carrer","RADAS",1,39,"","","","","","","2","1","HUTB-010366",4.0,2.159754906,41.37138426
"03-2014-0337","SANTS-MONTJUÏC","el Poble Sec","Carrer","RADAS",1,39,"","","","","","","1","1","HUTB-010367",2.0,2.159754906,41.37138426
"03-2014-0338","SANTS-MONTJUÏC","el Poble Sec","Carrer","RADAS",1,39,"","","","","","","3","2","HUTB-010364",3.0,2.159754906,41.37138426
"04-2014-0146","LES CORTS","la Maternitat i Sant Ramon","Travessera","CORTS",2,138,"",140.0,"","","","","1","4","HUTB-010946",5.0,2.1253860209999997,41.37921716
"02-2014-0823","L'EIXAMPLE","la Dreta de l'Eixample","Rambla","CATALUNYA",2,52,"","","","","","","SA","1","HUTB-009825",4.0,2.1630666219999997,41.38890243
"02-2014-0877","L'EIXAMPLE","Sant Antoni","Carrer","VILLARROEL",2,42,"","","","","","","4","4","HUTB-010472",6.0,2.159549689,41.38056122
"02-2014-2172","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","PROVENÇA",2,238,"","","","","","","AT","3","HUTB-012471",3.0,2.156674308,41.38994213
"02-2014-2173","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","VILLARROEL",2,136,"","","","","","","EN","1","HUTB-012499",4.0,2.1535831340000002,41.38506836
"02-2014-2174","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","VILLARROEL",2,136,"","","","","","","EN","2","HUTB-012498",4.0,2.1535831340000002,41.38506836
"02-2014-2175","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","DIPUTACIO",1,247,"","","","","","","2","1","HUTB-012406",4.0,2.163557294,41.38688655
"02-2014-2176","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","PROVENÇA",2,238,"","","","","","","AT","2","HUTB-012470",3.0,2.156674308,41.38994213
"02-2014-1690","L'EIXAMPLE","la Sagrada Família","Carrer","SARDENYA",2,306,"","","","","","","BJ","2","HUTB-011576",3.0,2.173757053,41.4005316
"03-2014-0480","SANTS-MONTJUÏC","el Poble Sec","Carrer","MATA",2,24,"","","","","","","BJ","2","HUTB-011354",6.0,2.1694440569999998,41.37066659
"03-2014-0481","SANTS-MONTJUÏC","el Poble Sec","Carrer","MATA",2,24,"","","","","","","BJ","1","HUTB-011351",6.0,2.1694440569999998,41.37066659
"02-2014-1048","L'EIXAMPLE","la Sagrada Família","Carrer","CASTILLEJOS",2,320,"","","","","","","EN","2","HUTB-009816",4.0,2.173776957,41.40741083
"02-2014-0510","L'EIXAMPLE","Sant Antoni","Carrer","COMTE D'URGELL",2,56,"","","","","","","1","3","HUTB-036822",4.0,2.158432967,41.37976259
"02-2014-0518","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","ENRIC GRANADOS",1,15,"",17.0,"","","","","1","2B","HUTB-009145",5.0,2.160923824,41.38606951
"06-2014-0233","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","ROSSELLO",1,371,"","","","","","","AT","2","HUTB-009639",3.0,2.168373078,41.40076277
"10-2014-0256","SANT MARTI","Diagonal Mar i el Front Marítim del Poblenou","Passeig","TAULAT",2,196,"",200.0,"","","","","BJ","1","HUTB-009444",6.0,2.2110082369999997,41.40209915
"10-2014-0257","SANT MARTI","el Poblenou","Carrer","LABERINT",2,2,"",4.0,"","","","","1","B","HUTB-009201",5.0,2.205680025,41.39737348
"02-2014-1584","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","PAU CLARIS",1,99,"","","","","","2","5","2","HUTB-011495",4.0,2.167879498,41.38932721
"10-2014-0451","SANT MARTI","el Clot","Avinguda","MERIDIANA",2,116,"","","","","","","4","1","HUTB-011361",6.0,2.1860830730000003,41.40628296
"02-2014-1587","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","PAU CLARIS",1,99,"","","","","","2","2","2","HUTB-011489",4.0,2.167879498,41.38932721
"10-2014-0452","SANT MARTI","el Camp de l'Arpa del Clot","Avinguda","MERIDIANA",1,147,"","","","","","","5","1","HUTB-011364",6.0,2.185458941,41.40885156
"05-2014-0246","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","FRANCESC PEREZ-CABRERO",2,6,"","","","","","","4","C","HUTB-011457",8.0,2.137551022,41.39271074
"02-2014-1600","L'EIXAMPLE","la Sagrada Família","Plaça","SAGRADA FAMILIA",1,23,"","","","","","","1","2","HUTB-010883",4.0,2.172562589,41.40018641
"02-2014-1633","L'EIXAMPLE","Sant Antoni","Carrer","MARQUES DE CAMPO SAGRADO",2,28,"","","","","","","6","2","HUTB-010702",7.0,2.164054937,41.37464051
"04-2014-0148","LES CORTS","les Corts","Carrer","EUROPA",2,8,"","","","","","","7","4","HUTB-011436",6.0,2.127253852,41.38475204
"01-2014-0059","CIUTAT VELLA","el Raval","Carrer","JUNTA DE COMERÇ",1,23,"","","","","","","PR","2","HUTB-013225",13.0,2.170787869,41.37759776
"05-2014-0122","SARRIA-SANT GERVASI","el Putxet i el Farró","Plaça","LESSEPS",1,31,"","","","","","","PR","","HUTB-009203",6.0,2.148595967,41.40421579
"06-2014-0212","GRACIA","la Vila de Gràcia","Carrer","FRATERNITAT",2,42,"","","","","","","BJ","","HUTB-009159",5.0,2.158904488,41.39916026
"02-2014-1110","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","ROSSELLO",2,294,"","","","","","","3","2","HUTB-009635",7.0,2.1651073530000002,41.39801465
"02-2014-1111","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","ALI BEI",1,27,"","","","","","","PR","1B","HUTB-009574",2.0,2.177339816,41.39006182
"02-2014-1112","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","VILLARROEL",1,121,"","","","","","","6","2","HUTB-010559",7.0,2.1542924130000003,41.38425635
"02-2014-1114","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","VILLARROEL",1,121,"","","","","","","2","2","HUTB-010560",7.0,2.1542924130000003,41.38425635
"06-2014-0340","GRACIA","la Salut","Carrer","PAU ALSINA",2,142,"","","","","","","4","4","HUTB-009992",6.0,2.15915555,41.41029203
"05-2014-0200","SARRIA-SANT GERVASI","Sarrià","Carrer","BONAPLATA",2,20,"","","","","","","1","1","HUTB-009912",4.0,2.12159021,41.39464273
"06-2014-0266","GRACIA","la Salut","Avinguda","COLL DEL PORTELL",1,57,"","","","","","","1","3","HUTB-010093",3.0,2.151291938,41.40963648
"06-2014-0267","GRACIA","la Salut","Avinguda","COLL DEL PORTELL",1,57,"","","","","","","1","2","HUTB-010094",3.0,2.151291938,41.40963648
"06-2014-0268","GRACIA","la Salut","Avinguda","COLL DEL PORTELL",1,57,"","","","","","","1","1","HUTB-010095",3.0,2.151291938,41.40963648
"06-2014-0269","GRACIA","la Salut","Avinguda","COLL DEL PORTELL",1,57,"","","","","","","EN","3","HUTB-010096",3.0,2.151291938,41.40963648
"06-2014-0270","GRACIA","la Salut","Avinguda","COLL DEL PORTELL",1,57,"","","","","","","EN","2","HUTB-010097",2.0,2.151291938,41.40963648
"06-2014-0271","GRACIA","la Salut","Avinguda","COLL DEL PORTELL",1,57,"","","","","","","EN","1","HUTB-010098",3.0,2.151291938,41.40963648
"06-2014-0272","GRACIA","la Salut","Avinguda","COLL DEL PORTELL",1,57,"","","","","","","BJ","2","HUTB-010099",2.0,2.151291938,41.40963648
"02-2014-0855","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","ARIBAU",2,66,"","","","","","","EN","1","HUTB-009664",8.0,2.157884423,41.38694491
"02-2014-0856","L'EIXAMPLE","el Fort Pienc","Carrer","DIPUTACIO",2,470,"","","","","","","4","1","HUTB-010527",11.0,2.181104956,41.39972836
"02-2014-0857","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","MUNTANER",2,32,"","","","","","","2","","HUTB-009597",7.0,2.159997481,41.38363725
"02-2014-1344","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","ARAGO",1,349,"","","","","","","AT","","HUTB-009649",2.0,2.170238948,41.39538484
"06-2014-0371","GRACIA","la Vila de Gràcia","Carrer","BONAVISTA",2,8,"","","","","","","2","2","HUTB-009614",3.0,2.158267495,41.39614004
"02-2014-0503","L'EIXAMPLE","la Dreta de l'Eixample","Avinguda","DIAGONAL",1,405,"","","","","","","4","5","HUTB-009127",6.0,2.154998531,41.39357806
"02-2014-0504","L'EIXAMPLE","el Fort Pienc","Carrer","CASP",2,156,"","","","","","","2","2","HUTB-009059",5.0,2.179480276,41.39479033
"02-2014-0379","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CASANOVA",2,134,"","","","","","","AT","3","HUTB-008662",7.0,2.153711298,41.38667142
"02-2014-0407","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","NAPOLS",1,191,"","","","","","","2","2","HUTB-009276",3.0,2.173692534,41.39688076
"02-2014-0470","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","MALLORCA",2,360,"","","","","","","4","1","HUTB-009247",5.0,2.170769646,41.39886098
"02-2014-0471","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","MALLORCA",2,360,"","","","","","","4","2","HUTB-009244",5.0,2.170769646,41.39886098
"02-2014-0473","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","MALLORCA",2,360,"","","","","","","5","1","HUTB-009245",5.0,2.170769646,41.39886098
"03-2014-0313","SANTS-MONTJUÏC","el Poble Sec","Carrer","MAGALHAES",1,3,"","","","","","","2","","HUTB-010146",6.0,2.164983796,41.36966833
"03-2014-0314","SANTS-MONTJUÏC","el Poble Sec","Carrer","FONTRODONA",1,17,"","","","","","","4","2","HUTB-010273",4.0,2.166125732,41.37159232
"02-2014-0893","L'EIXAMPLE","el Fort Pienc","Passeig","SANT JOAN",2,4,"","","","","","","3","1","HUTB-009850",8.0,2.178953579,41.38997018
"02-2014-0898","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","ROSSELLO",2,202,"","","","","","","EN","2","HUTB-009631",5.0,2.1566120559999997,41.39159086
"02-2014-0905","L'EIXAMPLE","Sant Antoni","Carrer","TAMARIT",1,109,"","","","","","","4","2","HUTB-010344",11.0,2.156133641,41.37413053
"09-2014-0134","SANT ANDREU","Sant Andreu","Carrer","BORRIANA",2,136,"","","","","","","6","3","HUTB-010905",6.0,2.194067814,41.42927589999999
"03-2014-0247","SANTS-MONTJUÏC","la Bordeta","Carrer","VILADECANS",2,22,"","","","","","","1","2","HUTB-009525",5.0,2.137602001,41.36807008
"03-2014-0473","SANTS-MONTJUÏC","el Poble Sec","Carrer","MURILLO",1,17,"","","","","","","3","1","HUTB-011385",4.0,2.160577605,41.37120809
"07-2014-0174","HORTA-GUINARDÓ","el Guinardó","Ronda","GUINARDO",2,216,"","","","","","","4","2","HUTB-011196",5.0,2.176299301,41.4204552
"02-2014-1667","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","CASP",2,38,"","","","","","","4","","HUTB-011203",5.0,2.170919688,41.38835788
"02-2014-1671","L'EIXAMPLE","la Sagrada Família","Carrer","VALENCIA",1,437,"","","","","","","1","1","HUTB-011653",11.0,2.175122224,41.40068517
"10-2014-0474","SANT MARTI","el Besòs i el Maresme","Carrer","PALLARS",1,499,"","","","","","","BJ","2","HUTB-011401",8.0,2.213054514,41.41190197
"02-2014-1683","L'EIXAMPLE","la Dreta de l'Eixample","Passeig","SANT JOAN",2,62,"","","","","","","1","2","HUTB-011065",4.0,2.172634609,41.39474002
"02-2014-1688","L'EIXAMPLE","la Dreta de l'Eixample","Rambla","CATALUNYA",2,8,"","","","","","","AT","6","HUTB-011044",4.0,2.166914399,41.38608815
"02-2014-1692","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","VALENCIA",2,238,"","","","","","","4","2","HUTB-012143",10.0,2.159359463,41.38856099
"05-2014-0248","SARRIA-SANT GERVASI","Sarrià","Carrer","CAPITA ARENAS",2,58,"","","","","","","5","3","HUTB-010914",6.0,2.123884206,41.39143305
"02-2014-1701","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","BALMES",1,11,"","","","","","","1","","HUTB-010834",10.0,2.164672112,41.38494865
"03-2014-0858","SANTS-MONTJUÏC","Sants - Badal","Carrer","ROGER",2,32,"","","","","","","2","2","HUTB-013025",6.0,2.1261759540000003,41.3750535
"03-2014-0859","SANTS-MONTJUÏC","Sants - Badal","Carrer","ROGER",2,32,"","","","","","","AT","1","HUTB-013034",6.0,2.1261759540000003,41.3750535
"03-2014-0860","SANTS-MONTJUÏC","Sants - Badal","Carrer","ROGER",2,32,"","","","","","","AT","2","HUTB-013035",6.0,2.1261759540000003,41.3750535
"05-2014-0201","SARRIA-SANT GERVASI","Sarrià","Carrer","BONAPLATA",2,20,"","","","","","","1","2","HUTB-009913",4.0,2.12159021,41.39464273
"05-2014-0202","SARRIA-SANT GERVASI","Sarrià","Carrer","BONAPLATA",2,20,"","","","","","","2","1","HUTB-009915",4.0,2.12159021,41.39464273
"05-2014-0203","SARRIA-SANT GERVASI","Sarrià","Carrer","BONAPLATA",2,20,"","","","","","","2","2","HUTB-009914",4.0,2.12159021,41.39464273
"05-2014-0204","SARRIA-SANT GERVASI","Sarrià","Carrer","BONAPLATA",2,20,"","","","","","","3","1","HUTB-009916",2.0,2.12159021,41.39464273
"05-2014-0205","SARRIA-SANT GERVASI","Sarrià","Carrer","BONAPLATA",2,20,"","","","","","","3","2","HUTB-009917",2.0,2.12159021,41.39464273
"06-2014-0350","GRACIA","la Vila de Gràcia","Carrer","ASTURIES",1,87,"","","","","","","3","1","HUTB-009897",6.0,2.155588065,41.40303105
"06-2014-0351","GRACIA","la Vila de Gràcia","Carrer","ASTURIES",1,87,"","","","","","","2","1","HUTB-009898",6.0,2.155588065,41.40303105
"02-2014-1197","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","ROSSELLO",2,32,"","","","","","","EN","4","HUTB-009621",5.0,2.145394901,41.3831458
"02-2014-0859","L'EIXAMPLE","el Fort Pienc","Carrer","AUSIAS MARC",2,76,"","","","","","","EN","2","HUTB-009942",11.0,2.178366776,41.39224304
"02-2014-0878","L'EIXAMPLE","el Fort Pienc","Passeig","SANT JOAN",2,4,"","","","","","","2","","HUTB-009845",16.0,2.178953579,41.38997018
"02-2014-0880","L'EIXAMPLE","el Fort Pienc","Passeig","SANT JOAN",2,4,"","","","","","","3","2","HUTB-009846",7.0,2.178953579,41.38997018
"02-2014-0884","L'EIXAMPLE","el Fort Pienc","Passeig","SANT JOAN",2,4,"","","","","","","1","","HUTB-009848",17.0,2.178953579,41.38997018
"02-2014-0415","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","VALENCIA",1,45,"","","","","","","PR","2","HUTB-009476",5.0,2.14758891,41.37997399
