"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccontributorother","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidfinal","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptionLegislationChanges","dcdescriptionabstract","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcdescriptionversion","dcdisposal","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifierisbn","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasformat","dcrelationhaspart","dcrelationhasversion","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationispartof","dcrelationisreferencedby","dcrelationisreplacedby","dcrelationisrequiredby","dcrelationisversionof","dcrelationreferences","dcrelationreplaces","dcrelationrequires","dcrelationuri","dcrights","dcrightsaccessrights","dcrightsnotes","dcrightsrightsHolder","dcrightsuri","dcsource","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 61"
"","","Agència Municipal de Serveis Associatius-Torre Jussana","","Barcelona | Barcelona | Barcelona","","","2017-03","2017-03","","","","","","","","","","","application/pdf","9 p.","application/pdf","","","","","","","http://hdl.handle.net/11703/101965","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","CC-BY-NC-SA","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nc-sa/4.0/deed.ca","","Associacions, institucions, etc. | Comunicació | Comunicacions digitals | Associations, institutions, etc. | Communication | Digital communications | Asociaciones, instituciones, etc. | Comunicación | Comunicaciones digitales","Societat i benestar","monografies","","Com elaborar el pla de comunicació de l'associació?","","text","info:eu-repo/semantics/book",""
"","","Barcelona Activa, S.A.","","Barcelona | Barcelona | Barcelona","","","2011","2011","","","A la portada: Barcelona Activa Iniciativa emprenedora | Forma part de la col·lecció: Informes en profunditat; 45","","","","","","","","application/pdf","24 p.","application/pdf","8349","","","societats mercantils","","","http://hdl.handle.net/11703/90836","cat","Barcelona Activa, S.A.","","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l'àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual","Barcelona Activa, S.A.","","","Empreses | Establiments comercials | Rutes comercials | Emprenedoria | Business enterprises | Retail stores | Trade routes | Entrepreneurship | Empresas | Comercios | Rutas comerciales | Emprendedores","Economia","monografies","","Els locals comercials a Barcelona (Eixos comercials i preus de compra lloguer)","","text","info:eu-repo/semantics/book",""
"","","Institut de Cultura de Barcelona | Ciudades y Gobiernos Locales Unidos","","Barcelona | Barcelona | Barcelona","","","2009-06-30","2009-06-30","","","Podeu consultar la versió en català a: http://hdl.handle.net/11703/90414 | Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/111352 | Podeu consultar la versió en francès a: http://hdl.handle.net/11703/111513 | Podeu consultar la versió en anglès a: http://hdl.handle.net/11703/111517 | Podeu consultar la versió en àrab a: http://hdl.handle.net/11703/111519 | Podeu consultar la versió en búlgar a: http://hdl.handle.net/11703/111521 | Podeu consultar la versió en alemany a: http://hdl.handle.net/11703/111566 | Podeu consultar la versió en gallec a: http://hdl.handle.net/11703/111567 | Podeu consultar la versió en italià a: http://hdl.handle.net/11703/111568 | Podeu consultar la versió en japonès a: http://hdl.handle.net/11703/111569 | Podeu consultar la versió en portuguès a: http://hdl.handle.net/11703/111571 | Podeu consultar la versió en serbi a: http://hdl.handle.net/11703/111572 | Podeu consultar la versió en suec a: http://hdl.handle.net/11703/111574 | Podeu consultar la versió en turc a: http://hdl.handle.net/11703/111576 | Podeu consultar la versió en ucraïnès a: http://hdl.handle.net/11703/111577","","","","","","","","application/pdf","16 p.","application/pdf","6108","","","entitats públiques empresarials","","","http://hdl.handle.net/11703/111570","fas","Ajuntament de Barcelona","http://hdl.handle.net/11703/111352 | http://hdl.handle.net/11703/111513 | http://hdl.handle.net/11703/111517 | http://hdl.handle.net/11703/111519 | http://hdl.handle.net/11703/111521 | http://hdl.handle.net/11703/111566 | http://hdl.handle.net/11703/111567 | http://hdl.handle.net/11703/111568 | http://hdl.handle.net/11703/111569 | http://hdl.handle.net/11703/111571 | http://hdl.handle.net/11703/111572 | http://hdl.handle.net/11703/111574 | http://hdl.handle.net/11703/111576 | http://hdl.handle.net/11703/111577 | http://hdl.handle.net/11703/90414","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Globalització | Multiculturalisme | Política cultural | Globalization | Multiculturalism | Cultural policy | Globalización | Multiculturalismo | Política cultural","Cultura i oci","monografies","Agenda 21 de la cultura","Agenda 21 de la cultura [versió en persa]","","text","info:eu-repo/semantics/book",""
"","","Departament d'Estadística","","Barcelona | Barcelona | Barcelona","2011","","2011","2014","","","","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","6 p.","application/pdf","","","","","","","http://hdl.handle.net/11703/84240","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Sindicats | Eleccions | Labor unions | Elections | Sindicatos | Elecciones","Sector públic","monografies","","Informe general sobre les eleccions sindicals 2011","","text","info:eu-repo/semantics/book",""
"","","Àrea d'Economia, Empresa i Ocupació","Turisme de Barcelona","Barcelona | Barcelona | Barcelona","","","2014","2014","","","Podeu consultar la versió en català a: http://hdl.handle.net/11703/91222 | Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/96449","","","","","","","Drets revisats. No s'ha parlat amb els responsables de les il·lustracions i fotografies, per tant s'ha establert CC-BY [només pel text] ; Tots els drets reservats [per les fotografies].","application/pdf","32 p.","application/pdf","18395","","","","","","http://hdl.handle.net/11703/91223","eng","Ajuntament de Barcelona. Àrea d'Economia Empresa i Economia | Barcelona Activa, S.A.","http://hdl.handle.net/11703/91222 | http://hdl.handle.net/11703/96449","","","","","","","","","","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona | De les fotografies: els seus autors","http://creativecommons.org/licenses/by/4.0/deed.ca","","Turisme | Tourism | Turismo","Turisme | Economia","monografies","","The tourism sector in Barcelona","","text","info:eu-repo/semantics/book",""
"","","Departament d'Estadística","","Barcelona | Barcelona | Barcelona","2000 | 2001 | 2002 | 2003 | 2004 | 2005 | 2006","","2004","2004","","","Forma part de la col·lecció: Estadístiques temàtiques","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","69 p.","application/pdf","EST_4046","","","","","","http://hdl.handle.net/11703/91416","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Fons estructurals | Structural Funds (European Commission) | Fondos estructurales","Sector públic","monografies","","Zones subvencionables corresponents al Objectiu 2 del Fons Europeu de Desenvolupament Regional (FEDER), període 2000 a 2006","","text","info:eu-repo/semantics/book",""
"","","Solà, Joan | Consorci per a la Normalització Lingüística | Regidoria d'Edicions i Publicacions","Fargas Valero, F. Xavier","Barcelona | Barcelona | Barcelona","","","2000","2000","","","","","","","","","","","application/pdf","169 p.","application/pdf","8226","","","","8476096925","","http://hdl.handle.net/11703/90784","cat","Consorci de la Normalització Lingüística","","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","","","","","Català administratiu | Català | Catalan language--Government jargon | Catalan language | Catalán administrativo | Catalán","Sector públic | Cultura i oci","monografies","","Llibre d'estil de l'Ajuntament de Barcelona","","text","info:eu-repo/semantics/book",""
"","","Direcció d'Immigració","","Barcelona. Districte 10. Sant Martí | Barcelona. District 10. Sant Martí | Barcelona. Distrito 10. Sant Martí","","","2006","2006","","","Editat posteriorment amb el títol: Guia d'acollida de butxaca de Barcelona","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","16 p.","application/pdf","3675","","","","","","http://hdl.handle.net/11703/90533","cat | zho","Ajuntament de Barcelona","http://hdl.handle.net/11703/90531 | http://hdl.handle.net/11703/90532 | http://hdl.handle.net/11703/90534","","","http://hdl.handle.net/11703/96450","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Immigrants | Emigració i immigració | Immigrants | Emigration and immigration | Emigrantes | Emigración e inmigración","Societat i benestar","monografies","","Guia de recursos : Sant Martí [versió en català i xinès]","","text","info:eu-repo/semantics/book",""
"","","Institut d'Estudis Regionals i Metropolitans de Barcelona | Sector de Serveis Personals","Sintes Pascual, Elena | Collado, Ana","Barcelona | Barcelona | Barcelona","","","2002-06","2002-06","","","Estudi realitzat sobre la base dels resultats de l’Enquesta de les condicions de vida i hàbits de la població de la Regió Metropolitana de Barcelona any (2000).","","","","","","","","application/pdf","1 document (9 fitxers)","application/pdf","4378 | 4379 | 4380 | 4381 | 4382 | 4383 | 4384 | 4385 | 4386 | 4387","","","","","","http://hdl.handle.net/11703/90387","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Persones grans | Indicadors socials | Indicadors econòmics | Older people | Social indicators | Economic indicators | Ancianos | Indicadores sociales | Indicadores económicos","Societat i benestar","monografies","","Condicions de vida de la gent gran de Barcelona","","text","info:eu-repo/semantics/book",""
"","","Àrea d'Hisenda i Promoció Econòmica | Barcelona Activa, S.A.","","Barcelona | Barcelona | Barcelona","","","2010","2010","","","","","","","","","","","application/pdf","4 p.","application/pdf","9161","","","societats mercantils","","","http://hdl.handle.net/11703/90945","cat","Ajuntament de Barcelona. Promoció Econòmica | Barcelona Activa, S.A.","","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l'àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual","Barcelona Activa, S.A.","","","Comunicació en l'empresa | Gestió del coneixement | Gestió de la informació | Business communication | Knowledge management | Information resources management | Comunicación en la empresa | Gestión del conocimiento | Gestión de la información","Economia","monografies","","Càpsula de coneixement: la gestió del coneixement a les organitzacions","","text","info:eu-repo/semantics/book",""
"","","Àmbit d'Investigació i Difusió Maria Corral | Institut Diversitas","Prieto, Rodrigo (Prieto Drouillas) | Àrea de Qualitat de Vida, Igualtat i Esports | Universitat Autònoma de Barcelona. Departament de Psicologia Social | Universitat de Barcelona. Facultat de Pedagogia | Galaz Valderrama, Caterine","Barcelona | Barcelona | Barcelona","","","2012","2012-12","","","","","","","","","","Drets revisats. El document informa explícitament sobre la llicència CC o CopyLeft.","application/pdf","118 p.","application/pdf","","","","","","","http://hdl.handle.net/11703/98104","cat","","","","","","","","","","","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","","Institut Diversitas | Àmbit d'Investigació i Difusió Maria Corral","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","","Multiculturalisme | Integració social | Pluralisme cultural | Educació intercultural | Multiculturalism | Social integration | Cultural pluralism | Multicultural education | Multiculturalismo | Integración social | Pluralismo cultural | Educación intercultural","Societat i benestar","monografies","","Manual antirumors : material pedagògic per a combatre rumors i esterotips fonamentals en la diversitat cultural","","text","info:eu-repo/semantics/book",""
"","","Associació de Professionals de la Gestió Cultural de Catalunya | Barcelona Activa, S.A. | Generalitat de Catalunya","","Barcelona | Barcelona | Barcelona","","","2012","2012","","","","","","","","","","","application/pdf","14 p.","application/pdf","9907","","","societats mercantils","","","http://hdl.handle.net/11703/91033","eng","ajuntament de Barcelona","","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l'àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual","Barcelona Activa, S.A.","","","Gestió cultural | Ocupació | Arts management | Employment (Economic theory) | Gestión cultural | Empleo","Cultura i oci | Economia","monografies","","Sector report: cultural management","","text","info:eu-repo/semantics/book",""
"","","Turisme de Barcelona | Àrea d'Hisenda i Promoció Econòmica","","Barcelona | Barcelona | Barcelona","2010 | 2011 | 2012 | 2013 | 2014 | 2015","","2010-02","2010","","","Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/85031 | Podeu consultar la versió en anglès a: http://hdl.handle.net/11703/86343","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","25 p.","application/pdf","","","","consorcis","","Mandat 2007-2011","http://hdl.handle.net/11703/85030","cat","","http://hdl.handle.net/11703/85031 | http://hdl.handle.net/11703/86343","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Turisme | Tourism | Turismo","Turisme","monografies","Pla Estratègic de Turisme de la Ciutat de Barcelona 2010-2015","Pla Estratègic de Turisme de la ciutat de Barcelona: Diagnosi i proposta estratègica : resum executiu","","text","info:eu-repo/semantics/book",""
"","","Servei d'Extinció d'Incendis i Salvament","","Barcelona | Barcelona | Barcelona","","","2015","2015","","","","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","2 p.","application/pdf","21128 | 18019","","","","","","http://hdl.handle.net/11703/96434","cat | urd","","http://hdl.handle.net/11703/96433 | http://hdl.handle.net/11703/96432 | http://hdl.handle.net/11703/96435 | http://hdl.handle.net/11703/96436","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Prevenció | Bombers | Prevention | Fire fighters | Prevención | Bomberos","Seguretat","monografies","","En cas d'incendi tanca la porta al foc [versió en català i urdú]","","text","info:eu-repo/semantics/book",""
"","","Ajuntament de Barcelona","","","","","1985","1985","","","","","","","Digitalitzat per Artyplan per encàrrec del SEDAC","","","","application/pdf","169 p.","application/pdf","","","","","","","http://hdl.handle.net/11703/110872","cat","Ajuntament de Barcelona","","","","","","","Reproducció digital del document en suport original","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | http://creativecommons.org/licenses/by/4.0/deed.en | http://creativecommons.org/licenses/by/4.0/deed.es","Barcelona: Ajuntament de Barcelona","Política cultural | Museus | Cultural policy | Museums | Política cultural | Museos","Sector públic","monografies | documents digitalitzats","","Pla de Museus  [1985]","","text","info:eu-repo/semantics/book",""
"","","Gerència de Recursos Humans i Organització | Departament de Prevenció de Riscos Laborals","","Barcelona | Barcelona | Barcelona","","","2018","2019","","","","","","","","","","","application/pdf","19 p.","application/pdf","","","","","","","http://hdl.handle.net/11703/113495","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","","Seguretat en el treball | Seguridad industrial | Industrial safety | Esquena | Espalda | Back","Seguretat | Societat i benestar","monografies","","Seguretat amb l'esquena : informació en prevenció de riscos laborals","","text","info:eu-repo/semantics/book",""
"","","Agència de Salut Pública de Barcelona | Consorci Sanitari de Barcelona","","Barcelona | Turó de la Peira (Barcelona : Barri) | Barcelona | Turó de la Peira (Barcelona : Neighborhood) | Barcelona | Turó de la Peira (Barcelona : Barrio)","","","2016","2016","","","","","","","","","","","application/pdf","44 p.","application/pdf","","","","","","","http://hdl.handle.net/11703/97354","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona | Agència de Salut Pública de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Salut pública | Public health | Salud pública","Salut","monografies","Programa Salut als Barris (Barcelona)","Salut als barris : diagnòstic : Turó de la Peira","","text","info:eu-repo/semantics/book",""
"","","Àrea de Descentralització i de Participació ciutadana","","","","","1986","1986","","","Forma part de la col·lecció: Papers; 8","","","","Digitalitzat per l’empresa Artyplan per encàrrec del SEDAC","8.1. Presentación; Índice general; Metodología; Conclusiones; Propuestas. | 8.2. Análisis y evaluación de algunas experiencias asociativas. | 8.3 El movimiento asociativo en Francia e Inglaterra. | 8.4 Anexos","","","application/pdf","352 p.","application/pdf","","","","","","","http://hdl.handle.net/11703/99975","spa","Ajuntament de Barcelona","","","","","","","Reproducció digital del document en suport original","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Descentralització administrativa | Associacions, institucions, etc. | Associacionisme | Divisions administratives i polítiques | Participació ciutadana | Decentralization in government | Associations, institutions, etc. | Associationism | Administrative and political divisions | Citizen participation | Descentralización administrativa | Asociaciones, instituciones, etc. | Asociacionismo | Divisiones administrativas y políticas | Participación ciudadana","Sector públic","monografies | documents digitalitzats","","Realidad actual y nuevas tendencias en la vida asociativa","Descentralització i participació ciutadana","text","info:eu-repo/semantics/book",""
"","","Agència de Salut Pública de Barcelona | Consorci Sanitari de Barcelona","","Barcelona | Barcelona | Barcelona","","","2015","2015","","","Revisió del document: Descripció del procediment utilitzat per l'Institut de Seguretat Alimentària i de Salubritat, de novembre de 2003","","","","","","","","application/pdf","31 p.","application/pdf","19407","","","","","","http://hdl.handle.net/11703/90324","cat","Agència de Salut Pública","","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Agència de Salut Pública de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Salut pública | Seguretat alimentària | Public health | Food security | Salud pública | Seguridad alimentaria","Salut","monografies","","La recollida de mostres alimentàries: descripció del procediment","","text","info:eu-repo/semantics/book",""
"","","Regidoria de Dona i Drets Civils","","Barcelona | Barcelona | Barcelona","","","2008","2008","","","Forma part de la col·lecció: Guies pràctiques per al civisme; 4","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","12 p.","application/pdf","18035","","","","","","http://hdl.handle.net/11703/90012","cat","","","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Animals de companyia | Pets | Animales de compañía","Societat i benestar","monografies","","Animals de companyia","","text","info:eu-repo/semantics/book",""
"","","Institut d'Estudis Regionals i Metropolitans de Barcelona | Àrea d'Economia, Empresa i Ocupació","Boix, Rafael | Galletto, Vittorio | Trullén Thomàs, Joan","Barcelona | Barcelona | Barcelona","","","2013","2013","","","","","","","","","","","application/pdf","65 p.","application/pdf","11428","","","","","","http://hdl.handle.net/11703/91066","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","","","","","Empreses | Indústries d'alta tecnologia | Innovacions tecnològiques | Business enterprises | High technology industries | Technological innovations | Empresas | Industria de alta tecnología | Innovaciones tecnológicas","Economia","monografies","","BCN metròpoli creativa: informe i mapes urbans de coneixement i innovació de Barcelona","Barcelona metròpoli creativa","text","info:eu-repo/semantics/book",""
"","","Ajuntament de Barcelona","","Barcelona | Barcelona | Barcelona","","No","1943-06-15","1943","","","Aprovat pel Plenari del Consell Municipal de 15-06-1943 | Podeu consultar una altre versió a: http://hdl.handle.net/11703/106682 (ed. 1943 en castellà)","","","","Digitalitzat pel SEDAC","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","21 p.","application/pdf","7994","","","","","","http://hdl.handle.net/11703/91759","spa","Ajuntament de Barcelona","http://hdl.handle.net/11703/106682","","","","","","Reproducció digital del document en suport original","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Salut pública | Serveis sanitaris | Organització i organigrames | Public health | Health services | Organization and flowcharts | Salud pública | Servicios de salud | Organización y organigramas","Salut","reglaments | documents digitalitzats | monografies","","Reglamento de los Servicios de Sanidad Municipal [1943] [ed. 1943]","","text","info:eu-repo/semantics/book",""
"","","Barcelona Activa, S.A.","","Barcelona | Barcelona | Barcelona","","","2011","2011","","","A la portada: Barcelona Activa Iniciativa emprenedora | Forma part de la col·lecció: Informes en profunditat; 19","","","","","","","","application/pdf","13 p.","application/pdf","8326","","","societats mercantils","","","http://hdl.handle.net/11703/90815","cat","Barcelona Activa, S.A.","","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l'àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual","Barcelona Activa, S.A.","","","Estrangers | Treballadors estrangers | Emprenedoria | Foreigner | Alien labor | Entrepreneurship | Extranjeros | Trabajadores extranjeros | Emprendedores","Economia | Ocupació","monografies","","Autorització de treball i residència per a estrangers","","text","info:eu-repo/semantics/book",""
"","","Agència de Salut Pública de Barcelona | Consorci Sanitari de Barcelona","","Teixonera (Barcelona : Barri) | Teixonera (Barcelona : Neighborhood) | Teixonera (Barcelona : Barrio)","","","2018","2018","","","","","","","","","","","application/pdf","37 p.","application/pdf","","","","","","","http://hdl.handle.net/11703/115262","cat","Agència de Salut Pública de Barcelona","","","","","","","","","","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","","Agència de Salut Pública de Barcelona","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","","Indicadors de salut | Indicadores de salud | Health status indicators","Salut","monografies","Programa Salut als Barris (Barcelona)","Diagnòstic de salut: la Teixonera 2018","","text","info:eu-repo/semantics/book",""
"","","Ajuntament de Barcelona","Antonio Carceller Fernández | Alberto de Rovira Mola | Josep Maria de Porcioles i Colomer","Barcelona | Barcelona | Barcelona","","","1965","1965","","","Podeu consultar la versió oficial de la Ley especial del municipio de Barcelona [1960] publicada al Boletín Oficial del Estado a: http://hdl.handle.net/11703/106462 | Podeu consultar la versió oficial del Reglamento de Hacienda Municipal de Barcelona [1961] publicada al Boletín Oficial del Estado a: http://hdl.handle.net/11703/106462 | Podeu consultar la versió oficial del Reglamento de organización y administración municipal de Barcelona [1964] publicada al Boletín Oficial del Estado a: http://hdl.handle.net/11703/106465 | Podeu consultar-ne una altra versió a: http://hdl.handle.net/11703/90399 (ed. 1974 en castellà)","","","","","Recopilació, notes i índex d'Antonio Carceller Fernández i Alberto de Rovira Mola | Pròleg del Excel·lentíssim senyor alcalde de Barcelona, Josep Maria de Porcioles i Colomer","","","application/pdf","412 p.","application/pdf","","","","","","","http://hdl.handle.net/11703/106458","spa","Ajuntament de Barcelona","http://hdl.handle.net/11703/106462 | http://hdl.handle.net/11703/106462 | http://hdl.handle.net/11703/106465 | http://hdl.handle.net/11703/90399","","","","","","Reproducció digital del document en suport original","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Organització i organigrames | Política i govern | Dret municipal | Organization and flowcharts | Politics and government | Municipal law | Organización y organigramas | Política y gobierno | Derecho municipal","Legislació i justícia | Sector públic","monografies","","Código de Barcelona","Ley especial del municipio de Barcelona [1960] | Reglamento de organización y administración municipal de Barcelona [1964] | Ley sobre modificación de determinadas disposiciones de la de régimen local [1957]","text","info:eu-repo/semantics/book",""
"","","Barcelona Activa, S.A.","","Barcelona | Barcelona | Barcelona","","","2011","2011","","","A la portada: Barcelona Activa Iniciativa emprenedora | Forma part de la col·lecció: Informes en profunditat; 05","","","","","","","","application/pdf","10 p.","application/pdf","8309","","","societats mercantils","","","http://hdl.handle.net/11703/90806","cat","Barcelona Activa, S.A.","","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l'àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual","Barcelona Activa, S.A.","","","Negociació | Bancs | Emprenedoria | Negotiation | Banks | Entrepreneurship | Negociación | Bancos | Emprendedores","Economia","monografies","","Negociació bancària","","text","info:eu-repo/semantics/book",""
"","","Vilanou, Conrad | Districte 3. Sants-Montjuïc | Arxiu Municipal del Districte 3. Sants-Montjuïc (Barcelona)","Oller, Rosa","Barcelona. Districte 3. Sants-Montjuïc | Barcelona. District 3. Sants-Montjuïc | Barcelona. Distrito 3. Sants-Montjuïc","","","1994","1994","","","Forma part de la col·lecció: Conèixer el Districte de Sants-Montjuïc; 4","","","","","","","","application/pdf","17 p.","application/pdf","9725","","","districtes","","","http://hdl.handle.net/11703/91027","cat","Arxiu Municipal del Districte Sants-Montjuïc","","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","","","","","Esports | Sports | Deportes","Esport","monografies","","L'esport","","text","info:eu-repo/semantics/book",""
"","","Regidoria de Benestar Social","","Barcelona | Barcelona | Barcelona","","","2005","2005","","","","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","40 p.","application/pdf","MMAC1","","","","","","http://hdl.handle.net/11703/91460","cat","Ajuntament. Regidoria de Benestar Social","http://hdl.handle.net/11703/91461","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Assistència social | Serveis socials | Desenvolupament comunitari | Public welfare | Human services | Community development | Bienestar social | Servicios sociales | Desarrollo comunitario","Societat i benestar","monografies","Marc Municipal per a l'Acció Comunitària (Barcelona)","Marc Municipal per a l'Acció Comunitària","","text","info:eu-repo/semantics/book",""
