"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccontributorother","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasversion","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationisrequiredby","dcrelationisversionof","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 43"
"anual","","Institut Municipal de Serveis Socials (Barcelona)","","Barcelona | Barcelona | Barcelona","2017","No","2016","2016","","","","","application/pdf","6 p.","application/pdf","","","","organismes autònoms","Mandat 2015-2019","http://hdl.handle.net/11703/110528","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut Municipal de Serveis Socials (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Institut Municipal de Serveis Socials (Barcelona) | Municipal budgets | Institut Municipal de Serveis Socials (Barcelona) | Presupuestos municipales | Institut Municipal de Serveis Socials (Barcelona)","Economia","pressupostos","Pressupost anual 2016 de l'Institut Municipal de Serveis Socials : pròrroga","Pròrroga pressupostària per a l’exercici 2017 de l'Institut Municipal de Serveis Socials","text","info:eu-repo/semantics/other",""
"Anual","Obert","Ajuntament de Barcelona","","Barcelona | Barcelona | Barcelona","2001","No","2001","2001-02-23","","","","","application/pdf","","application/pdf","11779 | 11780","","Gaseta Municipal de Barcelona, núm. 6 (23-02-2001), p. 177-292","","Mandat 1999-2003","http://hdl.handle.net/11703/87091","cat","Ajuntament de Barcelona","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Administració local | Pressupostos municipals | Local government | Municipal budgets | Administración local | Presupuestos municipales","Economia | Sector públic","revistes i anuaris | pressupostos","Gaseta municipal de Barcelona. Any 088, núm. 06 (23 feb. 2001) : Pressupostos Generals 2001","Pressupost general 2001","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci del Pla de Rehabilitació i Equipament de Teatres de Barcelona","","Barcelona | Barcelona | Barcelona","2011","No","2010","2010","","","","","application/vnd.ms-excel","1 p.","application/vnd.ms-excel","","","","consorcis","Mandat 2007-2011 | Mandat 2011-2015","http://hdl.handle.net/11703/107577","cat | spa","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci del Pla de Rehabilitació i Equipament de Teatres de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Consorci del Pla de Rehabilitació i Equipament de Teatres de Barcelona | Pressupost | Consorci del Pla de Rehabilitació i Equipament de Teatres de Barcelona | Budget | Consorci del Pla de Rehabilitació i Equipament de Teatres de Barcelona | Presupuestos","Economia","pressupostos","Pressupost anual 2011 del Consorci del Pla de Rehabilitació i Equipament de Teatres de Barcelona [versió en català i castellà]","","dataset","info:eu-repo/semantics/other",""
"anual","","Pacte Industrial de la Regió Metropolitana de Barcelona","","Barcelona | Barcelona | Barcelona","2006","No","2007-03-16","2007","","Aprovat pel Consell General de l'Associació Pacte Industrial de la Regió Metropolitana de Barcelona de 16-03-2007","","","application/pdf","3 p.","application/pdf","","","","associacions","Mandat 2003-2007","http://hdl.handle.net/11703/110169","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Pacte Industrial de la Regió Metropolitana de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Pacte Industrial de la Regió Metropolitana de Barcelona | Budget | Pacte Industrial de la Regió Metropolitana de Barcelona | Presupuestos | Pacte Industrial de la Regió Metropolitana de Barcelona","Economia","pressupostos","Liquidació del pressupost anual 2006 del Pacte Industrial de la Regió Metropolitana de Barcelona","","text","info:eu-repo/semantics/other",""
"Anual","","Autoritat del Transport Metropolità","","Barcelona | Barcelona | Barcelona","2008","No","2007","2007","","","","","application/vnd.ms-excel","1 fitxer","application/vnd.ms-excel","","","","consorcis","Mandat 2007-2011","http://hdl.handle.net/11703/107462","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Autoritat del Transport Metropolità","http://creativecommons.org/licenses/by/4.0/deed.ca","Autoritat del Transport Metropolità | Pressupost | Autoritat del Transport Metropolità | Budget | Autoritat del Transport Metropolità | Presupuestos","Economia","pressupostos","Pressupost anual 2008 del Consorci Autoritat del Transport Metropolità","","dataset","info:eu-repo/semantics/other",""
"Anual","","Consorci del Museu d'Art Contemporani de Barcelona","","Barcelona | Barcelona | Barcelona","2015","No","2014-12-15","2015","","Aprovat pel Consell General del Consorci de 15-12-2014","","","application/pdf","70 p.","application/pdf","","","","consorcis","Mandat 2011-2015 | Mandat 2015-2019","http://hdl.handle.net/11703/110749","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci del Museu d'Art Contemporani de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Consorci del Museu d'Art Contemporani de Barcelona | Municipal budgets | Consorci del Museu d'Art Contemporani de Barcelona | Presupuestos municipales | Consorci del Museu d'Art Contemporani de Barcelona","Economia","pressupostos","Pressupost anual 2015 de MACBA","","text","info:eu-repo/semantics/other",""
"anual","","Fons Català de Cooperació al Desenvolupament","","Barcelona | Barcelona | Barcelona","2015","No","2014","2014","","","","","application/pdf","3 p.","application/pdf","","","","associacions","Mandat 2011-2015 | Mandat 2015-2019","http://hdl.handle.net/11703/110134","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Fons Català de Cooperació al Desenvolupament","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fons Català de Cooperació al Desenvolupament | Budget | Fons Català de Cooperació al Desenvolupament | Presupuestos | Fons Català de Cooperació al Desenvolupament","Economia","pressupostos","Pressupost anual 2015 del Fons Català de Cooperació al Desenvolupament","","text","info:eu-repo/semantics/other",""
"anual","","Institut Municipal de Persones amb Discapacitat (Barcelona)","","Barcelona | Barcelona | Barcelona","2016","No","2015","2015","","","","","application/pdf","7 p.","application/pdf","","","","organismes autònoms","Mandat 2015-2019","http://hdl.handle.net/11703/110520","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut Municipal de Persones amb Discapacitat (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Institut Municipal de Persones amb Discapacitat (Barcelona) | Municipal budgets | Institut Municipal de Persones amb Discapacitat (Barcelona) | Presupuestos municipales | Institut Municipal de Persones amb Discapacitat (Barcelona)","Economia","pressupostos","Pressupost anual 2015 de l'Institut Municipal de Persones amb Discapacitat : pròrroga","Pròrroga pressupostària per a l’exercici 2016 de l'Institut Municipal de Persones amb Discapacitat","text","info:eu-repo/semantics/other",""
"anual","","Fundació Privada Ulls del Món","","Barcelona | Barcelona | Barcelona","2011","No","2010","2010","","","","","application/pdf","1 p.","application/pdf","","","","fundacions","Mandat 2007-2011 | Mandat 2011-2015","http://hdl.handle.net/11703/110074","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Privada Ulls del Món","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fundació Privada Ulls del Món | Budget | Fundació Privada Ulls del Món | Presupuestos | Fundació Privada Ulls del Món","Economia","pressupostos","Pressupost anual 2011 de la Fundació Privada Ulls del Món","","text","info:eu-repo/semantics/other",""
"anual","","Fundació Apel·les Fenosa","","Barcelona | Barcelona | Barcelona","2015","No","2014","2014","","","","","application/pdf","1 p.","application/pdf","","","","fundacions","Mandat 2011-2015 | Mandat 2015-2019","http://hdl.handle.net/11703/110088","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Apel·les Fenosa","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fundació Apel·les Fenosa | Budget | Fundació Apel·les Fenosa | Presupuestos | Fundació Apel·les Fenosa","Economia","pressupostos","Pressupost anual 2015 de la Fundació Apel·les Fenosa","","text","info:eu-repo/semantics/other",""
"Anual","","Fundació Privada Vol","","Barcelona | Barcelona | Barcelona","2017","No","2016","2016","","","","","application/pdf","2 p.","application/pdf","","","","","Mandat 2015-2019","http://hdl.handle.net/11703/110762","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Privada Vol","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fundació Privada Vol | Budget | Fundació Privada Vol | Presupuestos | Fundació Privada Vol","Economia","pressupostos","Pressupost anual 2017 de la Fundació Privada Vol","","text","info:eu-repo/semantics/other",""
"anual","","Fundació Privada Antoni Tàpies","","Barcelona | Barcelona | Barcelona","2013","No","2012","2012","","","","","application/pdf","2 p.","application/pdf","","","","fundacions","Mandat 2011-2015","http://hdl.handle.net/11703/110117","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Privada Antoni Tàpies","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fundació Privada Antoni Tàpies | Budget | Fundació Privada Antoni Tàpies | Presupuestos | Fundació Privada Antoni Tàpies","Economia","pressupostos","Pressupost anual 2013 de la Fundació Privada Antoni Tàpies","","text","info:eu-repo/semantics/other",""
"anual","","Consorci d'Educació de Barcelona","","Barcelona | Barcelona | Barcelona","2009","No","2008-12-22","2008","","Aprovat pel Consell de Direcció del Consorci de 22-12-2008","","","application/pdf","2 documents","application/pdf","","","","","Mandat 2007-2011","http://hdl.handle.net/11703/110466","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci d'Educació de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Consorci d'Educació de Barcelona | Budget | Consorci d'Educació de Barcelona | Presupuestos | Consorci d'Educació de Barcelona","Economia","pressupostos","Pressupost anual 2009 del Consorci d'Educació de Barcelona","","text","info:eu-repo/semantics/other",""
"Anual","","Consorci del Parc de Collserola (Catalunya)","","Barcelona | Barcelona | Barcelona","2015","No","2014-12-22","2014","","Aprovació inicial per l'Assamblea General del Consorci del Parc de Collserola de 22-12-2014 | No s'han presentat al·legacions, per tant, està definitivament aprovat | Requereix les Bases d'execució del pressupost anual 2015 del Consorci del Parc de Collserola [http://hdl.handle.net/11703/110767]","","","application/pdf","2 documents","application/pdf","","Núm. Exp. 2014/168-AC","","","Mandat 2011-2015 | Mandat 2015-2019","http://hdl.handle.net/11703/110766","cat","","","","","","Reproducció digital del document en suport original","","","http://hdl.handle.net/11703/110767","CC-BY","info:eu-repo/semantics/openAccess","Consorci del Parc de Collserola (Catalunya)","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Consorci del Parc de Collserola (Catalunya) | Budget | Consorci del Parc de Collserola (Catalunya) | Presupuestos | Consorci del Parc de Collserola (Catalunya)","Economia","pressupostos | documents digitalitzats","Pressupost anual 2015 del Consorci del Parc Natura de la Serra de Collserola","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Consorci del Campus Interuniversitari Diagonal-Besòs","","Barcelona | Barcelona | Barcelona","2012","No","2013","2013","","Requereix l'Informe d'intervenció de la liquidació del pressupost de l'exercici 2012 del Consorci del Campus Interuniversitari Diagonal-Besòs [http://hdl.handle.net/11703/110247]","","","application/pdf","47 p.","application/pdf","","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/110246","cat","","","","","","Reproducció digital del document en suport original","","","http://hdl.handle.net/11703/110247","CC-BY","info:eu-repo/semantics/openAccess","Consorci del Campus Interuniversitari Diagonal-Besòs","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Consorci del Campus Interuniversitari Diagonal-Besòs | Budget | Consorci del Campus Interuniversitari Diagonal-Besòs | Presupuestos | Consorci del Campus Interuniversitari Diagonal-Besòs","Economia","pressupostos | documents digitalitzats","Liquidació del pressupost 2012 del Consorci del Campus Interuniversitari Diagonal-Besòs","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"","","Alcaldia","","Barcelona | Barcelona | Barcelona","2018","Si","2017-12-28","2018-01-02","","Aprovat pel Decret d'Alcaldia de 28-12-2017","","","application/pdf","2 documents","application/pdf","","S1/D/2017-3983","Gaseta Municipal de Barcelona (02-01-2018)","","Mandat 2015-2019","http://hdl.handle.net/11703/106939","cat","Ajuntament de Barcelona","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Pressupostos municipals | Municipal budgets | Presupuestos municipales","Economia","pressupostos","Ajustaments i adequacions efectuats en el Pressupost 2017 prorrogat per a l'exercici 2018","Pressupost general 2017 prorrogat","text","info:eu-repo/semantics/other",""
"anual","","Agència Local d'Energia de Barcelona","","Barcelona | Barcelona | Barcelona","2017","No","2016","2016","","","","","application/vnd.ms-excel","2 fitxers","application/vnd.ms-excel","","","","consorcis","Mandat 2015-2019","http://hdl.handle.net/11703/110444","cat","","","","","","","","","","CC0","info:eu-repo/semantics/openAccess","","https://creativecommons.org/choose/zero/?lang=ca","Pressupostos municipals | Agència Local d'Energia de Barcelona | Municipal budgets | Agència Local d'Energia de Barcelona | Presupuestos municipales | Agència Local d'Energia de Barcelona","Economia","pressupostos","Pressupost anual 2017 de l'Agència Local d'Energia de Barcelona","","dataset","info:eu-repo/semantics/other",""
"anual","","Intervenció general","","Barcelona | Barcelona | Barcelona","2012","No","2012-02-28","2012","","És requerit per la Liquidació del pressupost 2012 del Consorci del Campus Interuniversitari Diagonal-Besòs [http://hdl.handle.net/11703/110246]","","","application/pdf","6 p.","application/pdf","","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/110247","cat","","","","","","Reproducció digital del document en suport original","http://hdl.handle.net/11703/110246","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Consorci del Campus Interuniversitari Diagonal-Besòs | Budget | Consorci del Campus Interuniversitari Diagonal-Besòs | Presupuestos | Consorci del Campus Interuniversitari Diagonal-Besòs","Economia","pressupostos | documents digitalitzats","Informe d'intervenció de la liquidació del pressupost de l'exercici 2012 del Consorci del Campus Interuniversitari Diagonal-Besòs","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
