"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccontributorother","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcdescriptionversion","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifierentitat","dcidentifierisbn","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasversion","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationisreferencedby","dcrelationisversionof","dcrelationreferences","dcrelationreplaces","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsnotes","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 48"
"","","Gabinet Tècnic de Programació | Oficina Municipal de Dades","","Barcelona | Barcelona | Barcelona","2017","","2018","2018","Podeu consultar la versió en català a: http://hdl.handle.net/11703/110957 | Podeu consultar la versió en anglès a: http://hdl.handle.net/11703/110964","","","","","application/pdf","61 p.","application/pdf","","","","","","http://hdl.handle.net/11703/110959","spa","Ajuntament de Barcelona","http://hdl.handle.net/11703/110957 | http://hdl.handle.net/11703/110964","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Indicadors socials | Indicadors econòmics | Social indicators | Economic indicators | Indicadores económicos | Indicadores sociales","Sector públic","informes altres | revistes i anuaris | estadístiques i indicadors","","Barcelona 2017 : presentación de Barcelona","Presentación de Barcelona","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Ciudades y Gobiernos Locales Unidos. Comisión de Cultura","","Barcelona | Barcelona | Barcelona","","","2009","2009","","","","","","application/pdf","201 p.","application/pdf","6146","","","","","http://hdl.handle.net/11703/86809","spa","","http://hdl.handle.net/11703/86810 | http://hdl.handle.net/11703/86811","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ciudades y Gobiernos Locales Unidos. Comisión de Cultura","http://creativecommons.org/licenses/by/4.0/deed.ca","Política cultural | Multiculturalisme | Cultural policy | Multiculturalism | Política cultural | Multiculturalismo","Educació | Cultura i oci","informes altres","Agenda 21 de la cultura","Ciudades, culturas y desarrollos : un informe que celebra el quinto aniversario de la Agenda 21 de la cultura","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Miralles-Guasch, Carme | Institut d'Estudis Regionals i Metropolitans de Barcelona","","Barcelona | Barcelona | Barcelona","","","2006","2006","","","","","","application/pdf","140 p.","application/pdf","4315","","","","","http://hdl.handle.net/11703/90231","cat","Ajuntament de Barcelona","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Temps | Time | Tiempo","Societat i benestar","informes altres","","L'ús social del temps a Barcelona : estudi : informe quantitatiu","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Ajuntament de Barcelona | Barcelona Cicle de l'Aigua, S.A.","","Barcelona | Barcelona | Barcelona","","","2019-12-04","2019-12","","","","","","application/pdf","3 p.","","","","societats mercantils","","","http://hdl.handle.net/11703/116113","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona | Barcelona Cicle de l'Aigua, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","Dipòsits d'aigua | Depósitos de agua | Water tanks | Aigua de pluja | Agua de lluvia | Rain-water","Medi ambient","informes altres","","Informe de pluja i dipòsits [versió resumida] : període del 4 de desembre al 5 de desembre de 2019","","text","info:eu-repo/semantics/report",""
"","","Ajuntament de Barcelona | Direcció de Participació Ciutadana | Institut Municipal d'Informàtica (Barcelona)","","Barcelona. Districte 3. Sants-Montjuïc | Barcelona. District 3. Sants-Montjuïc | Barcelona. Distrito 3. Sants-Montjuïc | Poble Sec (Barcelona : Barri) | Poble Sec (Barcelona : Barrio) | Poble Sec (Barcelona : Neighborhood)","","","2002","2002","","","","","","application/pdf","25 p.","application/pdf","4820","","organismes autònoms","","","http://hdl.handle.net/11703/111726","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Participació ciutadana | Participación ciudadana | Citizen participation | Noves tecnologies de la informació i de la comunicació | Tecnología de la información | Information technology | Democràcia | Democracia | Democracy","Ciència i tecnologia","informes altres","","Memòria participativa del Projecte Euro-citi : una experiència europea en democràcia electrònica al Poble-sec","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Consell Econòmic i Social de Barcelona","","Barcelona | Barcelona | Barcelona","2017","","2017-12","2018","","","","","","application/pdf","49 p.","application/pdf","","","consells","","","http://hdl.handle.net/11703/117230","cat","Consell Econòmic i Social de Barcelona","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Consell Econòmic i Social de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Mercat de treball | Labor market | Mercado de trabajo | Atur | Unemployment | Paro","Ocupació","informes altres","","L'atur a Barcelona : desembre 2017 : informe","","text","info:eu-repo/semantics/report",""
"Anual","","Gerència de Drets de Ciutadania, Participació i Transparència | Regidoria de Participació i Districtes | El Globus Vermell (Firma)","","Barcelona | Barcelona | Barcelona","2018","","2019-03","2019","","","","","","application/pdf","54 p.","application/pdf","","","","","Mandat 2015-2019","http://hdl.handle.net/11703/115353","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Participació ciutadana | Participación ciudadana | Citizen participation | Mobilitat urbana | Movilidad urbana | Urban mobility","Societat i benestar","informes altres","Pla de Mobilitat Urbana de Barcelona 2019-2024","Informe de resultats del procés participatiu del Pla de Mobilitat Urbana (PMU) 2019-2024","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Àrea d'Hàbitat Urbà","","Barcelona | Barcelona | Barcelona","","","2015-07","2015","","","","","","application/pdf","175 p.","application/pdf","","","","","Mandat 2011-2015","http://hdl.handle.net/11703/83992","cat","","<a href=""http://hdl.handle.net/11703/83508"">Versió en castellà</a>","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","","Política ambiental | Environmental policy | Política ambiental","Medi ambient","","","Barcelona, ciutat compromesa amb el medi ambient : informe ambiental 2013","","text","info:eu-repo/semantics/report",""
"Anual","Oberta","Consell Municipal de Benestar Social (Barcelona)","","Barcelona | Barcelona | Barcelona","2008 | 2009","No","2010","2010","","","","","","application/pdf","","application/pdf","3136","","consells","","Mandat 2007-2011","http://hdl.handle.net/11703/87576","cat","Consell Municipal de Benestar Social (Barcelona)","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Consell Municipal de Benestar Social (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","Consell Municipal de Benestar Social (Barcelona) | Assistència social | Serveis socials | Assistència social | Participació ciutadana | Consell Municipal de Benestar Social (Barcelona) | Public welfare | Human services | Public welfare | Citizen participation | Consell Municipal de Benestar Social (Barcelona) | Bienestar social | Servicios sociales | Asistencia social | Participación ciudadana","Sector públic | Societat i benestar","informes altres","","Síntesi de l'Informe participatiu 2008-2009","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Consell Econòmic i Social de Barcelona | Alarcón, Elena | Fernández, José A.","","Barcelona | Barcelona | Barcelona","2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014","","2015-04-17","2015","Informe aprovat per la Comissió Executiva del Consell Econòmic i Social de Barcelona de 17-04-2015 | Podeu consultar la versió en català a: http://hdl.handle.net/11703/117077 | Podeu consultar el dossier de premsa a: http://hdl.handle.net/11703/117237","","","","","application/pdf","61 p.","application/pdf","","","consells","","","http://hdl.handle.net/11703/117079","spa","Consell Econòmic i Social de Barcelona","http://hdl.handle.net/11703/117077 | http://hdl.handle.net/11703/117237","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Consell Econòmic i Social de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Emigració i immigració | Emigration and immigration | Emigración e inmigración | Mercat de treball | Labor market | Mercado de trabajo","Demografia","informes altres","","Informe sobre emigración y población barcelonesa residente en el extranjero","","text","info:eu-repo/semantics/report",""
"","","Gabinet Tècnic de Programació | Gerència Municipal","","Barcelona | Barcelona | Barcelona","","","2018-12","2018","","","","","","application/pdf","21 p.","application/pdf","","","","","Mandat 2015-2019","http://hdl.handle.net/11703/115391","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Treball social comunitari | Trabajo social comunitario | Community organization | Política social | Política social | Social policy | Participació ciutadana | Participación ciudadana | Citizen participation","Societat i benestar","informes altres","","La gestió cívica dels béns comuns urbans : Criteris per al disseny d’una política municipal","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Regidoria d'Usos del Temps | Districte 9. Sant Andreu | Institut Municipal d'Educació (Barcelona) | Fundació Jaume Bofill (Barcelona)","","Barcelona. Districte 9. Sant Andreu | Barcelona. Distrito 9. Sant Andreu | Barcelona. District 9. Sant Andreu | Congrés i els Indians (Barcelona : Barri) | Congrés i els Indians (Barcelona : Barrio) | Congrés i els Indians (Barcelona : Neighborhood) | Navas (Barcelona : Barri) | Navas (Barcelona : Barrio) | Navas (Barcelona : Neighborhood)","2008","","2008","2008-10","","","","","","application/pdf","52 p.","application/pdf","4329","","districtes | organismes autònoms","","Mandat 2007-2011","http://hdl.handle.net/11703/111309","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona | Institut Municipal d'Educació (Barcelona) | Fundació Jaume Bofill (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","Organització del temps | Conciliació de la vida personal i laboral | Activitats extraescolars | Time management | Work-life balance | Student activities | Organización del tiempo | Conciliación de la vida laboral y familiar | Actividades extraescolares","Educació | Societat i benestar","informes altres","Programa Temps de Barri (Barcelona)","Diagnosi dels barris de : el Congrés-Indians i Navas : Districte de Sant Andreu","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Direcció de Democràcia Activa i Descentralització | Gerència de Drets de Ciutadania, Participació i Transparència | Colectic, S.C.C.L.","","Barcelona. Districte 1. Ciutat Vella | Barcelona. District 1. Ciutat Vella | Barcelona. Distrito 1. Ciutat Vella | Raval (Barcelona : Barri) | Raval (Barcelona : Barrio) | Raval (Barcelona : Neighborhood)","","","2019-01","2019","Reglament de Participació Ciutadana disponible a: http://hdl.handle.net/11703/109131","","","","","application/pdf","27 p.","application/pdf","","","","","Mandat 2015-2019","http://hdl.handle.net/11703/115393","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Participació ciutadana | Participación ciudadana | Citizen participation","Societat i benestar","informes altres","","Dinamització i difusió del Reglament de participació ciutadana : Informe de seguiment","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Ajuntament de Barcelona","","Barcelona | Barcelona | Barcelona","","","2005","2005-12","","","","","","application/pdf","9 p.","application/pdf","4821","","","","","http://hdl.handle.net/11703/111722","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Participació ciutadana | Participación ciudadana | Citizen participation | Convivència | Convivencia | Coexistence | Espais públics | Espacios públicos | Public spaces | Civisme | Civismo | Civics | Ordenances municipals | Ordenanzas municipales | Municipal ordinances","Sector públic","informes altres","","Memòria participativa : Projecte d'ordenança per a fomentar i garantir la convivència ciutadana a l'espai públic de Barcelona","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Ajuntament de Barcelona | Barcelona Activa, S.A. | LabCoop, S.C.C.L.","","Barcelona. Districte 2. Eixample | Barcelona. Distrito 2. Eixample | Barcelona. District 2. Eixample","","","2018-02","2018-02","","","","","","application/pdf","40 p.","application/pdf","","","","","","http://hdl.handle.net/11703/113791","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Cura de malalts | Cuidados a los enfermos | Care of the sick | Cuidadors | Cuidadores | Caregivers | Conciliació de la vida personal i laboral | Conciliación de la vida laboral y familiar | Work-life balance","Societat i benestar","informes altres","","Informe final exploració d'activitats econòmiques en entorn economia de les cures : Eixample","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
