"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdescription","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasversion","dcrelationisformatof","dcrelationisrequiredby","dcrelationisversionof","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsource","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 39"
"Anual","","Consorci Sanitari de Barcelona | Faura-Casas Auditors Consultors, S.L.","Barcelona | Barcelona | Barcelona","2014","","2015-05-29","2015","Formulats pel Gerent del Consorci el 29-05-2015","","","application/pdf","2 documents","application/pdf","","Núm. Protoc. 7052","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107153","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Sanitari de Barcelona | Faura-Casas Auditors Consultors, S.L.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci Sanitari de Barcelona | Finances municipals | Comptabilitat | Auditoria | Consorci Sanitari de Barcelona | Municipal finance | Accounting | Auditing | Consorci Sanitari de Barcelona | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2014 del Consorci Sanitari de Barcelona (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci de l'Habitatge de Barcelona","Barcelona | Barcelona | Barcelona","2008","No","2009-04-14","2009","Aprovat per la Junta General del Consorci de 14-04-2009","","El contingut del document està especificat al camp “Altres títols”","application/pdf","21 p.","application/pdf","","","","Mandat 2007-2011","http://hdl.handle.net/11703/110655","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci de l'Habitatge de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci de l'Habitatge de Barcelona | Comptabilitat | Consorci de l'Habitatge de Barcelona | Accounting | Consorci de l'Habitatge de Barcelona | Contabilidad","Economia","comptes | memòries | pressupostos | documents digitalitzats","Consorci de l'Habitatge de Barcelona : exercici 2008","Liquidació del pressupost 2008 del Consorci de l'Habitatge de Barcelona | Comptes anuals 2008 del Consorci de l'Habitatge de Barcelona | Memòria d'activitats 2008","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other | info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Institut de Cultura de Barcelona | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2015","","2016-03-30","2016","Formulats pel Consell d'Administració de 30-03-2016","","","application/pdf","56 p.","application/pdf","","","entitats públiques empresarials","Mandat 2015-2019","http://hdl.handle.net/11703/106957","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut de Cultura de Barcelona | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Institut de Cultura de Barcelona | Finances municipals | Comptabilitat | Auditoria | Institut de Cultura de Barcelona | Municipal finance | Accounting | Auditing | Institut de Cultura de Barcelona | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2015 de l'Institut de Cultura de Barcelona (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Solucions Integrals per als Residus, S.A. (SIRESA) | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A. | Tractament i Selecció de Residus, S.A. (TERSA)","Barcelona | Barcelona | Barcelona","2006","","2007-03","2007-03","","","Informe de gestió de l'exercici 2006","application/pdf","26 p.","application/pdf","","","societats mercantils","Mandat 2003-2007","http://hdl.handle.net/11703/107354","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Solucions Integrals per als Residus, S.A. (SIRESA) | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Solucions Integrals per als Residus, S.A. (SIRESA) | Finances municipals | Comptabilitat | Auditoria | Solucions Integrals per als Residus, S.A. (SIRESA) | Municipal finance | Accounting | Auditing | Solucions Integrals per als Residus, S.A. (SIRESA) | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes","Comptes anuals 2006 de SIRESA (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other",""
"Anual","","Barcelona Activa, S.A. | Faura-Casas Auditors Consultors, S.L.","Barcelona | Barcelona | Barcelona","2016","No","2017","2017","","","","application/pdf","71 p.","application/pdf","","Núm. Protoc. 6570","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/110660","spa","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Barcelona Activa, S.A. | Faura-Casas Auditors Consultors, S.L.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Barcelona Activa, S.A. | Finances municipals | Comptabilitat | Auditoria | Barcelona Activa, S.A. | Municipal finance | Accounting | Auditing | Barcelona Activa, S.A. | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Cuentas anuales 2016 Barcelona Activa, S.A. (junto con el informe de auditoría)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci de l'Auditori i l'Orquestra","Barcelona | Barcelona | Barcelona","2012","","2013","2013-04-15","","","","application/pdf","10 p.","application/pdf","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/110576","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci de l'Auditori i l'Orquestra","http://creativecommons.org/licenses/by/4.0/deed.ca","","Finances municipals | Comptabilitat | Consorci de l'Auditori i l'Orquestra | Municipal finance | Accounting | Consorci de l'Auditori i l'Orquestra | Finanzas municipales | Contabilidad | Consorci de l'Auditori i l'Orquestra","Economia","comptes | documents digitalitzats","Comptes anuals 2012 i balanç de situació 2011-2012 del Consorci de l'Auditori i l'Orquestra","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Institut Municipal d'Urbanisme (Barcelona)","Barcelona | Barcelona | Barcelona","2009","","2010-03","2010","","","","application/pdf","2 documents","application/pdf","","","organismes autònoms","Mandat 2007-2011","http://hdl.handle.net/11703/106866","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut Municipal d'Urbanisme (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","","Institut Municipal d'Urbanisme (Barcelona) | Finances municipals | Comptabilitat | Institut Municipal d'Urbanisme (Barcelona) | Municipal finance | Accounting | Institut Municipal d'Urbanisme (Barcelona) | Finanzas municipales | Contabilidad","Economia","comptes","Comptes anuals 2009 de l'Institut Municipal d'Urbanisme (Barcelona)","Memòria de l'exercici 2009 de l'Institut Municipal d'Urbanisme (Barcelona)","text","info:eu-repo/semantics/other",""
"Anual","","Consorci Mercat de les Flors","Barcelona | Barcelona | Barcelona","2011","","2012","2012","","","","application/pdf","26 p.","application/pdf","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107226","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Mercat de les Flors","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci Mercat de les Flors | Finances municipals | Comptabilitat | Consorci Mercat de les Flors | Municipal finance | Accounting | Consorci Mercat de les Flors | Finanzas municipales | Contabilidad","Economia","comptes","Comptes anuals 2011 del Consorci Mercat de les Flors","","text","info:eu-repo/semantics/other",""
"Anual","","Mediacomplex, S.A. | PricewaterhouseCoopers (Firma)","Barcelona | Barcelona | Barcelona","2014","","2015-03-30","2015","Formulats pel Consell d'Administració de la Societat de 30-03-2015","","Informe de gestió de l'exercici 2014","application/pdf","56 p.","application/pdf","","","societats mercantils","Mandat 2011-2015","http://hdl.handle.net/11703/107394","spa","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Mediacomplex, S.A. | PricewaterhouseCoopers (Firma)","http://creativecommons.org/licenses/by/4.0/deed.ca","","Mediacomplex, S.A. | Finances municipals | Comptabilitat | Auditoria | Mediacomplex, S.A. | Municipal finance | Accounting | Auditing | Mediacomplex, S.A. | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Cuentas anuales 2014 de Mediacomplex, S.A. (junto con el informe de auditoría)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Cementiris de Barcelona, S.A.","Barcelona | Barcelona | Barcelona","2009","","2010","2010","","","","application/pdf","44 p.","application/pdf","","","societats mercantils","Mandat 2007-2011","http://hdl.handle.net/11703/106986","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Cementiris de Barcelona, S.A. | Finances municipals | Comptabilitat | Cementiris de Barcelona, S.A. | Municipal finance | Accounting | Cementiris de Barcelona, S.A. | Finanzas municipales | Contabilidad","Economia","comptes","Comptes anuals 2009 de Cementiris de Barcelona, S.A.","","text","info:eu-repo/semantics/other",""
"Anual","","Fundació Privada Institut d'Arquitectura de Barcelona","Barcelona | Barcelona | Barcelona","2011","","2012-07-26","2012","Aprovats pel Patronat de la Fundació de 26-07-2012","","","application/pdf","28 p.","application/pdf","","","fundacions","Mandat 2011-2015","http://hdl.handle.net/11703/107323","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Privada Institut d'Arquitectura de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Fundació Privada Institut d'Arquitectura de Barcelona | Finances municipals | Comptabilitat | Fundació Privada Institut d'Arquitectura de Barcelona | Municipal finance | Accounting | Fundació Privada Institut d'Arquitectura de Barcelona | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2011 de la Fundació Privada Institut d'Arquitectura de Barcelona","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","Oberta","Consorci Mercat de les Flors","Barcelona | Barcelona | Barcelona","2012","No","2013","2013","Auditoria de comptes elaborada per PriceWaterHouseCoopers i Gabinete técnico de Auditoría y Consultoria, S.A. a data de 04-04-2013","","","application/pdf","","application/pdf",18573.0,"","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/87719","cat","Ajuntament de Barcelona","","","","","","","CC0","info:eu-repo/semantics/openAccess","Consorci Mercat de les Flor","https://creativecommons.org/choose/zero/?lang=ca","","Consorci Mercat de les Flors | Comptabilitat | Auditoria | Consorci Mercat de les Flors | Accounting | Auditing | Consorci Mercat de les Flors | Contabilidad | Auditoría","Cultura i oci | Economia","comptes","Comptes anuals consolidats de l'exercici 2012 (juntament amb l'informe d'auditoria)","","text","info:eu-repo/semantics/other",""
"Anual","","Consorci del Besòs (Barcelona)","Barcelona | Barcelona | Barcelona","2016","","2017","2017-04-26","És requerit pels comptes anuals 2016 del Consorci del Besòs [http://hdl.handle.net/11703/106190]","","","application/pdf","8 p.","application/pdf","","","consorcis","Mandat 2015-2019","http://hdl.handle.net/11703/107224","cat","","","","Reproducció digital del document en suport original","http://hdl.handle.net/11703/106190","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci del Besòs (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci del Besòs (Barcelona) | Finances municipals | Comptabilitat | Consorci del Besòs (Barcelona) | Municipal finance | Accounting | Consorci del Besòs (Barcelona) | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats | informes altres","Informe de la intervenció del compte general del Consorci del Besòs de l'exercici 2016","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other | info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"Biennal","","Patronat Municipal de l'Habitatge de Barcelona","Barcelona | Barcelona | Barcelona","2005 | 2006","","2006","2006","","","","application/vnd.ms-excel","1 fitxer","application/vnd.ms-excel","","","entitats públiques empresarials","Mandat 2003-2007","http://hdl.handle.net/11703/110618","cat","","","","","","","","CC0","info:eu-repo/semantics/openAccess","","https://creativecommons.org/choose/zero/?lang=ca","","Finances municipals | Comptabilitat | Patronat Municipal de l'Habitatge de Barcelona | Municipal finance | Accounting | Patronat Municipal de l'Habitatge de Barcelona | Finanzas municipales | Contabilidad | Patronat Municipal de l'Habitatge de Barcelona","Economia","comptes","Comptes i balanç de situació 2005-2006 del Patronat Municipal de l'Habitatge de Barcelona","","dataset","info:eu-repo/semantics/other",""
