"dccontributorauthor","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidfinal","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptionLegislationChanges","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifieruri","dclanguage","dcrelation","dcrelationhasversion","dcrelationisformatof","dcrelationisreplacedby","dcrelationisrequiredby","dcrelationisversionof","dcrelationreplaces","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 42"
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2006","No","2005-11-30","2005-12-30","2006-12-31","2006-01-01","Aprovats per la Comissió de Govern de 30-11-2005","","","","","application/pdf","1 p.","application/pdf","12653","","Gaseta Municipal de Barcelona, núm. 35 (30-12-2005)","","http://hdl.handle.net/11703/88979","cat","","","","http://hdl.handle.net/11703/88975","","","http://hdl.handle.net/11703/88985","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Zoo de Barcelona | Zoo de Barcelona | Zoo de Barcelona","Hisenda","preus públics","","Preus públics per a l'any 2006 i successius : Parc Zoològic de Barcelona","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","","2017-12-14","2018-01-09","","","Aprovats per la Comissió de Govern de 14-12-2017 | Modifica Preus públics per al curs 2017-2018 i successius : serveis d’educació","","","","","application/pdf","1 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (09-01-2018)","organismes autònoms","http://hdl.handle.net/11703/107243","cat","","","","","http://hdl.handle.net/11703/101681","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Educació | Escoles municipals | Escoles bressol | Escoles de música | Menjadors escolars | Planetari Municipal de Barcelona | Education | Public schools | Kindergarten | Music schools | School lunchrooms | Planetari Municipal de Barcelona | Educación | Escuelas públicas | Guarderías | Escuelas de música | Comedores escolares | Planetari Municipal de Barcelona","Hisenda","preus públics","","Preus públics per al curs 2017-2018 i successius : serveis d'educació : modificació","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2012","No","2012-07-30","2012-08-13","","2012-09-01","Aprovat per la Comissió de Govern de 30-07-2012","","","","","application/pdf","2 p.","application/pdf","12599","","Butlletí Oficial de la Província de Barcelona (13-08-2012)","","http://hdl.handle.net/11703/88958","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Discapacitats | People with disabilities | Personas con discapacidad","Hisenda","preus públics","","Preus públics per a l'any 2012 i successius : Temps de barri, temps per tu","","text","info:eu-repo/semantics/other",""
"Districte 8. Nou Barris","Barcelona. Districte 8. Nou Barris | Barcelona. District 8. Nou Barris | Barcelona. Distrito 8. Nou Barris","2008","No","2008-04-12","2008-04-10","","","Aprovats per la Comissió de Govern de 12-04-2008, aprovats per la Comissió de Govern de Districte de Nou Barris de 21-01-2008 i en va restar assabentat el Plenari del Consell  Districte de 5-02-2008","","","","","application/pdf","1 p.","application/pdf","12629","","Gaseta Municipal de Barcelona, núm. 11 (10-04-2008), p. 1099","districtes","http://hdl.handle.net/11703/88968","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments col·lectius | Infrastructure (Economics) | Equipamientos colectivos","Hisenda","preus públics","","Preus públics per a l'any 2008 i successius : espai fotogràfic del Centre cívic Can Basté","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2018","Si","2018-07-19","2018-07-27","","2018-07-07","Aprovats per la Comissió de Govern de 19-07-2018","","Modifica els preus públics de l'Àrea d'Ecologia, Urbanisme i Mobilitat del document Preus públics per a l'any 2018 i successius: regulació general i preus públics de diversos serveis [http://hdl.handle.net/11703/106666]","","","application/pdf","3 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (27-07-2018)","","http://hdl.handle.net/11703/110640","cat","","","","","http://hdl.handle.net/11703/106666","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Educació ambiental | Cursos | Equipaments col·lectius | Educación ambiental | Cursos | Equipamientos colectivos | Environmental education | Infrastructure (Economics) | Courses","Hisenda | Medi ambient","preus públics","","Preus públics per a l'any 2018 i successius : Àrea d'Ecologia Urbana","Preus públics. 2018","text","info:eu-repo/semantics/other",""
"Districte 9. Sant Andreu","Barcelona. Districte 9. Sant Andreu | Barcelona. District 9. Sant Andreu | Barcelona. Distrito 9. Sant Andreu","2001","No","2001-06-13","2001-07-10","","","Aprovats per la Comissió de Govern de 13-06-2001","","","","","application/pdf","2 p.","application/pdf","12699","","Gaseta Municipal de Barcelona, núm. 21 (10-07-2001), p. 1206-1207","districtes","http://hdl.handle.net/11703/89028","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments culturals | Equipaments col·lectius | Arts facilities | Infrastructure (Economics) | Equipamientos culturales | Equipamientos colectivos","Hisenda","preus públics","","Preus públics per a l'any 2001 i successius : equipaments culturals i dels equipaments infantils de lleure del Districte de Sant Andreu","","text","info:eu-repo/semantics/other",""
"Agència d'Ecologia Urbana de Barcelona","Barcelona | Barcelona | Barcelona","2016","No","2016-04-12","2016","","2016-04-12","Aprovats pel Director de l'Agència d'Ecologia Urbana de Barcelona el 04-04-2016 | Aprovats pel President de l'Agència d'Ecologia Urbana de Barcelona el 08-04-2016 | Aprovats pel Consell de Govern de l'Agència d'Ecologia Urbana de Barcelona de 12-04-2016","","","","Informe. Estudi preu de venda samarretes serigrafiades","application/pdf","3 p.","application/pdf","","Núm. Exp. 050/16","","consorcis","http://hdl.handle.net/11703/108648","cat","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Agència d'Ecologia Urbana de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Venda | Samarretes | Selling | T-shirts | Venta | Camisetas","Hisenda | Comerç","preus públics","","Preus públics per a l'any 2016 : venda de samarretes serigrafiades","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2017","No","2016-11-17","2016-11-28","","","Aprovats per la Comissió de Govern de 17-11-2016","","","","Regulació general dels preus públics municipals, així com els preus públics per a l'any 2017 i successius  pels següents serveis: 1r. De l'àrea de Drets Socials: Serveis per equipaments residencials per persones amb  discapacitat; Residències, habitatges tutelats i centres de dia per gent gran; Serveis d'atenció domiciliària; Serveis  d'àpats en companyia per a la gent gran; Cessió de terrenys d'acampada de la Granja Escola Can Girona; Serveis dels  centres oberts municipals per infants, adolescents i famílies; Cessió d'ús temporal de sales del Centre d'informació i  atenció per a joves; Serveis del Centre de Recursos i Associacions Juvenils (CRAJ); Serveis del Centre d'Allotjament  Familiar Navas; Servei del projecte ""Temps de barri, temps per a tu"" | 2n. De l'àrea de Seguretat i Prevenció: Serveis de  la Unitat Muntada, la Secció Canina i la Galeria de Tir de la Guàrdia Urbana; Cursos de formació policial i de seguretat  realitzats per la Guàrdia Urbana, i Cursos de formació realitzats pel Servei de Prevenció i Extinció d'Incendis i  Salvament | 3r: De l'àrea d'Ecologia, Urbanisme i Mobilitat: Serveis de recollida de residus comercials i industrials  assimilables a municipals i de prestació de serveis especials de neteja i recollida de residus municipals; Activitats  d'educació ambiental de l'Àrea de Medi Ambient i altres prestacions de serveis i cessions d'espais del sector de medi  ambient, i Serveis culturals i lloguer d'espais del Pavelló Mies van der Rohe | 4t. De l'àrea de Recursos: Activitats  culturals de cursos, seminaris i congressos prestades per l'Arxiu municipal contemporani, els arxius municipals dels  districtes i els arxius centrals dels sectors, i pels serveis de reproducció i comunicació de documents, sense caràcter  d'expedient administratiu, produïts per l'Ajuntament de Barcelona i prestats per l'Arxiu municipal contemporani, els arxius municipals dels districtes i els arxius centrals dels sectors","application/pdf","43 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (28-11-2016)","districtes","http://hdl.handle.net/11703/99163","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Recollida selectiva | Equipaments culturals | Habitatge | Persones grans | Formació ocupacional | Policia local | Bombers | Equipaments col·lectius | Source separation (Recycling) | Arts facilities | Housing | Older people | Occupational training | Municipal police | Fire fighters | Infrastructure (Economics) | Recogida selectiva de basura | Equipamientos culturales | Vivienda | Ancianos | Formación ocupacional | Policía municipal | Bomberos | Equipamientos colectivos","Hisenda","preus públics","","Preus públics per a l'any 2017 i successius: regulació general i preus públics de diversos serveis","Preus públics. 2017","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona. Districte 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Districte 4. Les Corts | Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 6. Gràcia | Barcelona. Districte 7. Horta-Guinardó | Barcelona. Districte 8. Nou Barris | Barcelona. Districte 9. Sant Andreu | Barcelona. Districte 10. Sant Martí | Barcelona. District 1. Ciutat Vella | Barcelona. District 2. Eixample | Barcelona. District 3. Sants-Montjuïc | Barcelona. District 4. Les Corts | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 6. Gràcia | Barcelona. District 7. Horta-Guinardó | Barcelona. District 8. Nou Barris | Barcelona. District 9. Sant Andreu | Barcelona. District 10. Sant Martí | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Distrito 2. Eixample | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. Distrito 4. Les Corts | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 6. Gràcia | Barcelona. Distrito 7. Horta-Guinardó | Barcelona. Distrito 8. Nou Barris | Barcelona. Distrito 9. Sant Andreu | Barcelona. Distrito 10. Sant Martí","2013","No","2012-12-19","2013-01-02","","","Aprovats per la Comissió de Govern de 19-12-2012 | Correcció d'errades aprovades per la Comissió de Govern de 23-01-2013","","","","","application/pdf","","application/pdf","10313 | 10397 | 11545 | 11548","","Butlletí Oficial de la Província de Barcelona (02-01-2013) | Correcció d'errades: Butlletí Oficial de la Província de Barcelona (31-01-2013) | Publicat també a la Gaseta Municipal de Barcelona, núm. 19 (20-06-2013), p. 2784-2933 | Correcció d'errades: Gaseta Municipal de Barcelona, núm. 19 (20-06-2013), p. 2970-2978","districtes","http://hdl.handle.net/11703/87098","cat","","","","","http://hdl.handle.net/11703/87097","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments col·lectius | Instal·lacions esportives | Infrastructure (Economics) | Sports facilities | Equipamientos colectivos | Instalaciones deportivas","Hisenda","preus públics","","Preus públics per a l'any 2013 i successius : serveis dels equipaments dels districtes i les instal·lacions esportives municipals","","text | text","info:eu-repo/semantics/other",""
"Districte 1. Ciutat Vella | Districte 2. Eixample | Districte 3. Sants-Montjuïc | Districte 4. Les Corts | Districte 5. Sarrià-Sant Gervasi | Districte 6. Gràcia | Districte 7. Horta-Guinardó | Districte 8. Nou Barris | Districte 9. Sant Andreu | Districte 10. Sant Martí","Barcelona. Districte 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Districte 4. Les Corts | Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 6. Gràcia | Barcelona. Districte 7. Horta-Guinardó | Barcelona. Districte 8. Nou Barris | Barcelona. Districte 9. Sant Andreu | Barcelona. Districte 10. Sant Martí | Barcelona. District 1. Ciutat Vella | Barcelona. District 2. Eixample | Barcelona. District 3. Sants-Montjuïc | Barcelona. District 4. Les Corts | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 6. Gràcia | Barcelona. District 7. Horta-Guinardó | Barcelona. District 8. Nou Barris | Barcelona. District 9. Sant Andreu | Barcelona. District 10. Sant Martí | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Distrito 2. Eixample | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. Distrito 4. Les Corts | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 6. Gràcia | Barcelona. Distrito 7. Horta-Guinardó | Barcelona. Distrito 8. Nou Barris | Barcelona. Distrito 9. Sant Andreu | Barcelona. Distrito 10. Sant Martí","2016","","2016-07-21","2016-08-01","","","Aprovats per la Comissió de Govern de 21-07-2016","","","","","application/pdf","6 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (01-08-2016)","districtes","http://hdl.handle.net/11703/97949","cat","","","","","http://hdl.handle.net/11703/86388","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Instal·lacions esportives | Sports facilities | Instalaciones deportivas","Hisenda","preus públics","","Preus públics per a l'any 2016 i successius : serveis de les instal·lacions esportives municipals [modificació]","Preus públics. 2016","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona. Districte 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Districte 4. Les Corts | Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 6. Gràcia | Barcelona. Districte 7. Horta-Guinardó | Barcelona. Districte 8. Nou Barris | Barcelona. Districte 9. Sant Andreu | Barcelona. Districte 10. Sant Martí | Barcelona. District 1. Ciutat Vella | Barcelona. District 2. Eixample | Barcelona. District 3. Sants-Montjuïc | Barcelona. District 4. Les Corts | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 6. Gràcia | Barcelona. District 7. Horta-Guinardó | Barcelona. District 8. Nou Barris | Barcelona. District 9. Sant Andreu | Barcelona. District 10. Sant Martí | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Distrito 2. Eixample | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. Distrito 4. Les Corts | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 6. Gràcia | Barcelona. Distrito 7. Horta-Guinardó | Barcelona. Distrito 8. Nou Barris | Barcelona. Distrito 9. Sant Andreu | Barcelona. Distrito 10. Sant Martí","2014","No","2013-12-11","2013-12-27","2014-12-31","2014-01-01","Aprovats per la Comissió de Govern de 11-12-2013","","","","1r. Àrea de qualitat de vida, igualtat i esports:    Cessió de terrenys d'acampada de la Granja Escola Can Girona;  Serveis dels centres oberts municipals per a infants, adolescents i famílies;  Servei d'atenció domiciliària; Cessió d'ús temporal de sales del Centre d'informació i atenció per a jove;  Servei del projecte ""Temps de barri, temps per a tu; Centre de recursos per associacions juvenils; Centre d'allotjament familiar Navas | 2n. Àrea de prevenció, seguretat i mobilitat:     Serveis de la Unitat Muntada, la Secció Canina i la Galeria de Tir de la Guàrdia Urbana; Cursos de formació policial i de seguretat duts a terme per la Guàrdia Urbana; Cursos de formació duts a terme pel Servei de Prevenció , Extinció d'Incendis i Salvament | 3r. Àrea d'hàbitat urbà:   Serveis de recollida de residus comercials i industrials assimilables a municipals;  Serveis especials de neteja i recollida de residus municipals;  Activitats d'educació ambiental i altres prestacions del sector de medi ambient | Preus públics pels serveis d'educació, per al curs 2013-2014:  Escoles bressol municipals; Escoles municipals de Música; Conservatori municipal de música de Barcelona | Preus públics districtes:   Serveis dels equipaments dels districtes; Serveis de les instal·lacions esportives municipals","application/pdf","229 p.","application/pdf","12624 | 13785","","Butlletí Oficial de la Província de Barcelona (27-12-2013) | Publicat també a la Gaseta Municipal de Barcelona, núm. 17 (03-06-2014), p. 2933-2967","districtes","http://hdl.handle.net/11703/88945","cat","","","","http://hdl.handle.net/11703/88940","","","http://hdl.handle.net/11703/87096","http://hdl.handle.net/11703/88947 | http://hdl.handle.net/11703/88949","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments col·lectius | Instal·lacions esportives | Política educativa | Infrastructure (Economics) | Sports facilities | Educational policy | Equipamientos colectivos | Instalaciones deportivas | Política educativa","Hisenda","preus públics","","Preus públics per a l'any 2014 i successius : regulació general i preus públics; serveis dels equipaments dels districtes i les instal·lacions esportives municipals;  serveis d’educació curs 2013-2014","Aprovar els preus públics per a l'any 2014 i successius amb un increment màxim del 1,5% respecte de les tarifes aprovades al 2013","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2009","No","2008-09-10","2008-11-24","2009-12-31","2009-01-01","Aprovats per la Comissió de Govern de 10-09-2008","","","","Regulació general dels preus públics municipals,i els preus públics pels serveis de: Equipaments residencials per a disminuïts físics i llars residències per a disminuïts psíquics; Residències, habitatges tutelats i centres de dia; Serveis de la Unitat Muntada, la Secció Canina i la Galeria de Tir de la Guàrdia Urbana; Cursos de formació  realitzats pel Servei de Prevenció i Extinció d'Incendis i Salvament; Productes i Serveis de Barcelona Informació; Serveis culturals i lloguer d'espais del Pavelló Mies van der Rohe i Serveis de recollida de residus comercials i industrials assimilables a municipals i de prestació de serveis especials de neteja i recollida de residus municipals, serveis d'atenció domiciliària i la Granja Escola Can Girona","application/pdf","","application/pdf","12617 | 12618","","Butlletí Oficial de la Província de Barcelona, núm. 282 (24-11-2008) | Correcció d'errades : Butlletí Oficial de la Província de Barcelona, núm. 19 (22-01-2009)","","http://hdl.handle.net/11703/87104","cat","","","","http://hdl.handle.net/11703/87103","","","http://hdl.handle.net/11703/87106","http://hdl.handle.net/11703/87105","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Hisenda","preus públics","","Preus públics per a l'any 2009 i successius : regulació general i  preus públics","","text","info:eu-repo/semantics/other",""
"Agència de Salut Pública de Barcelona","Barcelona | Barcelona | Barcelona","2008","NO","2008-01-18","2008-01-23","2008-12-31","2008-01-01","","","","","","application/pdf","6 p.","application/pdf","12635","","Diari Oficial de la Generalitat de Catalunya, núm. 5054 (23-01-2008), p. 5869-5874","","http://hdl.handle.net/11703/111753","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Salut pública | Public health | Salud pública","Hisenda","preus públics","","Preus públics per a l'any 2008 i successius : consultoria, assessorament i documentació en matèria de salut pública","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2007","No","2006-11-29","2007-01-10","2007-12-31","2007-01-01","Aprovats per la Comissió de Govern de 29-11-2006","","","","","application/pdf","1 p.","application/pdf","12646","","Gaseta Municipal de Barcelona, núm. 1 (10-01-2007)","","http://hdl.handle.net/11703/88975","cat","","","","http://hdl.handle.net/11703/88971","","","http://hdl.handle.net/11703/88979","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Zoo de Barcelona | Zoo de Barcelona | Zoo de Barcelona","Hisenda","preus públics","","Preus públics per a l'any 2007 i successius : Parc Zoològic de Barcelona","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2005 | 2006","No","2005-06-29","2005-07-20","","","Aprovats per la Comissió de Govern de 29-06-2005","","","","Preus públics municipals pels serveis d'educació, pels serveis d'escolaritat, ensenyament, assistència a cursos i/o alimentació a les Escoles Bressol, a les Escoles Municipals de Música, a l'Escola Massana, al Conservatori Municipal de Música, a les Escoles d'Educació Especial i a l'Escola de Mitjans Audiovisuals (EMAV)","application/pdf","2 p.","application/pdf","12660","","Gaseta Municipal de Barcelona, núm. 22 (20-07-2005)","","http://hdl.handle.net/11703/88983","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Escoles municipals | Institut Municipal d'Educació (Barcelona) | Public schools | Institut Municipal d'Educació (Barcelona) | Escuelas públicas | Institut Municipal d'Educació (Barcelona)","Hisenda","preus públics","","Preus públics per al curs 2005-2006 : serveis d’educació","","text","info:eu-repo/semantics/other",""
"Districte 4. Les Corts","Barcelona. Districte 4. Les Corts | Barcelona. District 4. Les Corts | Barcelona. Distrito 4. Les Corts","2002","No","2002-04-10","2002-05-10","","","Aprovats per la Comissió de Govern de 10-04-2002","","","","","application/pdf","1 p.","application/pdf","12682","","Gaseta Municipal de Barcelona, núm. 14 (10-05-2002), p. 733","districtes","http://hdl.handle.net/11703/89003","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments culturals | Arts facilities | Equipamientos culturales","Hisenda","preus públics","","Preus públics per a l'any 2002 i successius : serveis de teatre en els equipaments del Districte de les Corts","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2013","No","2012-12-19","2012-12-31","","","Aprovades per la Comissió de Govern de 19-12-2012","","","","","application/pdf","2 p.","application/pdf","10317","","Butlletí Oficial de la Província de Barcelona (31-12-2012) | Publicat també a la Gaseta Municipal de Barcelona,núm. 19 (20-06-2013) , p. 2966-2969","","http://hdl.handle.net/11703/89370","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Zoo de Barcelona | Parc d'Atraccions del Tibidabo, S.A. | Parc Güell (Barcelona) | Arxius municipals | Mercabarna, S.A. | Zoo de Barcelona | Parc d'Atraccions del Tibidabo, S.A. | Parc Güell (Barcelona) | Municipal archives | Mercabarna, S.A. | Zoo de Barcelona | Parc d'Atraccions del Tibidabo, S.A. | Parc Güell (Barcelona) | Archivos municipales | Mercabarna, S.A.","Hisenda","preus públics","","Preus públics per a l'any 2013 i successius : Parc Zoològic de Barcelona; Tibidabo; Parc Güell; Arxius, i Mercabarna","","text","info:eu-repo/semantics/other",""
"Consorci de Biblioteques de Barcelona","Barcelona | Barcelona | Barcelona","2013 | 2014 | 2015 | 2016","Si","2012-10-16","2012-12-31","","2013-01-01","Aprovats per la Comissió Executiva del Consorci de Biblioteques de Barcelona el 16-10-2012","","","","","application/pdf","2 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (31-12-2012)","consorcis","http://hdl.handle.net/11703/85197","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Biblioteques | Libraries | Bibliotecas","Hisenda","preus públics","","Preus públics per a l'any 2013 i successius : servei de préstec interbibliotecari del consorci de biblioteques de Barcelona","Taxa pel servei de préstec interbibliotecari del consorci de biblioteques de Barcelona","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona. Districte 10. Sant Martí | Barcelona. District 10. Sant Martí | Barcelona. Distrito 10. Sant Martí","2003","","2003-03-05","2003-03-30","","","Aprovats per acord de la Comissió de Govern de data 05-03-2003","","","","","application/pdf","4 p.","application/pdf","12676","","Gaseta Municipal de Barcelona, núm. 11 (30-03-2003), p. 639","","http://hdl.handle.net/11703/97383","cat","","","","","http://hdl.handle.net/11703/89372","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Instal·lacions esportives | Sports facilities | Instalaciones deportivas","Hisenda","preus públics","","Preus públics per a l'any 2003 i successius : complex esportiu Bac de Roda","","text","info:eu-repo/semantics/other",""
"Agència de Salut Pública de Barcelona","Barcelona | Barcelona | Barcelona","2009","NO","2009-01-13","2009-01-15","2009-12-31","2009-01-01","","","","","","application/pdf","6 p.","application/pdf","12622","","Diari Oficial de la Generalitat de Catalunya, núm. 5297 (15-01-2009), p. 2516-2521","","http://hdl.handle.net/11703/111752","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Salut pública | Public health | Salud pública","Hisenda","preus públics","","Preus públics per a l'any 2009 i successius : consultoria, assessorament i documentació en matèria de salut pública","","text","info:eu-repo/semantics/other",""
"Districte 7. Horta-Guinardó","Barcelona. Districte 7. Horta-Guinardó | Barcelona. District 7. Horta-Guinardó | Barcelona. Distrito 7. Horta-Guinardó","2002","No","2002-01-30","2002-02-28","","","Aprovats per la Comissió de Govern de 30-01-2002","","","","","application/pdf","8 p.","application/pdf","14892","","Gaseta Municipal de Barcelona, núm. 7 (28-02-2002), p. 363-370","districtes","http://hdl.handle.net/11703/89374","cat","","","","http://hdl.handle.net/11703/88995","","","http://hdl.handle.net/11703/89026","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments col·lectius | Infrastructure (Economics) | Equipamientos colectivos","Hisenda","preus públics","","Preus públics per a l'any 2002 i successius : serveis dels equipaments cívics del districte d'Horta-Guinardó","","text","info:eu-repo/semantics/other",""
"Agència de Salut Pública de Barcelona","Barcelona | Barcelona | Barcelona","2010","","2010-01-21","2010-01-25","","2010-01-01","","","","","","application/pdf","6 p.","application/pdf","12615","","Diari Oficial de la Generalitat de Catalunya, núm. 5552 (25-01-2010), p. 4177-4182","","http://hdl.handle.net/11703/97397","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Salut pública | Public health | Salud pública","Hisenda","preus públics","","Preus públics per a l'any 2010 i successius : consultoria, assessorament i documentació en matèria de salut pública","","text","info:eu-repo/semantics/other",""
"Districte 2. Eixample","Barcelona. Districte 2. Eixample | Barcelona. District 2. Eixample | Barcelona. Distrito 2. Eixample","2001","No","2001-09-05","2001-01-10","","","Aprovats per la Comissió de Govern de 05-09-2001","","","","Tarifes dels serveis de promoció social, d’esports, dels centres cívics i d’atenció social","application/pdf","6 p.","application/pdf","12698","","Gaseta Municipal de Barcelona, núm. 1 (10-01-2001), p. 11-16","districtes","http://hdl.handle.net/11703/89027","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments col·lectius | Serveis socials | Instal·lacions esportives | Infrastructure (Economics) | Human services | Sports facilities | Equipamientos colectivos | Servicios sociales | Instalaciones deportivas","Hisenda","preus públics","","Preus públics per a l'any 2001 i successius : serveis dels equipaments del Districte de l'Eixample","","text","info:eu-repo/semantics/other",""
