"dccontributorauthor","dccoveragespatial","dcdatecreated","dcdateissued","dcdescription","dcdescriptiontableofcontents","dcformat","dcformatextent","dcidentifierab","dcidentifieruri","dclanguage","dcrelationisrequiredby","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctype","Unnamed: 22"
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-01-19","2016-01-19","","Correcció d'errades [2016-02-23]","application/pdf","","Núm. Exp. 1292/15","http://hdl.handle.net/11703/97901","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1292/2015 sobre les factures pendents de pagament de diferents línies de la mateixa titularitat","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-10-04","2016-10-04","","","application/pdf","1 p.","Núm. Exp. 0911/16","http://hdl.handle.net/11703/99641","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Habitatge","Comerç","laudes","Laude 0911/2016 sobre la reforma d'un habitatge","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-04-04","2017-04-04","","","application/pdf","1 p.","Núm. Exp. 1132/16","http://hdl.handle.net/11703/105436","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 1132/2016 sobre el procés de neteja d'una vànova","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-09-28","2017-09-28","","","application/pdf","1 p.","Núm. Exp. 1378/16","http://hdl.handle.net/11703/107770","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Mobles","Comerç","laudes","Laude 1378/2016 sobre el lliurament d'un sofà","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-09","2016-02-09","","","application/pdf","1 p.","Núm. Exp. 1621/15","http://hdl.handle.net/11703/97955","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1621/2015 sobre l'assegurança d'un mòbil","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-01","2016-03-01","","","application/pdf","1 p.","Núm. Exp. 3645/11","http://hdl.handle.net/11703/98152","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 3645/2011 sobre el pressupost d'uns vidres","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-10-05","2017-10-05","","","application/pdf","1 p.","Núm. Exp. 2002/16","http://hdl.handle.net/11703/107995","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet. Factures","Comerç","laudes","Laude 2002/2016 sobre unes subscripcions controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-05-16","2017-05-16","","","application/pdf","1 p.","Núm. Exp. 1237/16","http://hdl.handle.net/11703/106080","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Col·legis majors universitaris","Comerç","laudes","Laude 1237/2016 sobre el pagament d'una estada en una residència d'estudiants","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-05","2016-07-05","","","application/pdf","1 p.","Núm. Exp. 0324/16","http://hdl.handle.net/11703/99243","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 0324/2016 sobre el procés de neteja d'un vestit","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-05-18","2016-05-18","","","application/pdf","1 p.","Núm. Exp. 0242/16","http://hdl.handle.net/11703/98854","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet","Comerç","laudes","Laude 0242/2016 sobre unes condicions contractuals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-07-18","2017-07-18","","","application/pdf","1 p.","Núm. Exp. 1428/16","http://hdl.handle.net/11703/106766","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Beques. Ensenyament. Escoles","Comerç","laudes","Laudo 1428/2016 sobre la obtención de una beca de estudios","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-02","2016-02-02","","","application/pdf","1 p.","Núm. Exp. 1866/15","http://hdl.handle.net/11703/97926","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laude 1866/2015 sobre la reparació d'un aparell d'aire acondicionat","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-10-06","2016-10-06","Audiència celebrada el 20 de setembre de 2016","","application/pdf","1 p.","Núm. Exp. 0565/16","http://hdl.handle.net/11703/99599","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Automòbils","Comerç","laudes","Laude 0565/2016 sobre un vehicle controvertit","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-05-18","2016-05-18","","","application/pdf","1 p.","Núm. Exp. 1938/15","http://hdl.handle.net/11703/99142","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1938/2015 sobre la fiança associada a la portabilitat d'unes línies","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-09-13","2016-09-13","","","application/pdf","1 p.","Núm. Exp. 0810/16","http://hdl.handle.net/11703/99531","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 0810/2016 sobre un compromís de permanència","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-10-26","2017-10-26","","","application/pdf","1 p.","Núm. Exp. 1213/16","http://hdl.handle.net/11703/107997","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Factures","Comerç","laudes","Laude 1213/2016 sobre un acord en una factura controvertida","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-09","2016-02-09","","","application/pdf","1 p.","Núm. Exp. 1673/15","http://hdl.handle.net/11703/97959","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 1673 sobre un pla de preus","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-14","2016-03-14","","","application/pdf","1 p.","Núm. Exp. 0665/12","http://hdl.handle.net/11703/98268","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0665/2012 sobre la facturació d'una tarifa contractada","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-16","2016-02-16","","","application/pdf","1 p.","Núm. Exp. 1864/15","http://hdl.handle.net/11703/97963","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 1864/2015 sobre la contractació de les pràctiques d'un carnet A1","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-06-27","2017-06-27","","","application/pdf","1 p.","Núm. Exp. 1470/16","http://hdl.handle.net/11703/106469","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Factures","Comerç","laudes","Laude 1470/2016 sobre unes factures controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-23","2016-02-23","","","application/pdf","1 p.","Núm. Exp. 1491/15","http://hdl.handle.net/11703/97973","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1491/2015 sobre la factura d'una línia després d'un furt del mòbil","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-31","2016-03-31","","","application/pdf","2 p.","Núm. Exp. 2044/12","http://hdl.handle.net/11703/98317","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Productes defectuosos","Comerç","laudes","Laude 2044/2012 sobre la reparació d'un terminal i  sobre unes factures","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-10-04","2016-10-04","","","application/pdf","1 p.","Núm. Exp. 0869/16","http://hdl.handle.net/11703/99653","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0869/2016 sobre unes factures controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-21","2017-11-21","","","application/pdf","1 p.","Núm. Exp. 1999/16","http://hdl.handle.net/11703/108244","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Factures","Comerç","laudes","Laude 1999/16 sobre un terminal i unes factures controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-05","2016-04-05","","","application/pdf","1 p.","Núm. Exp. 0041/16","http://hdl.handle.net/11703/98337","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0041/2016 sobre la factura d'un subministrament","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-09","2016-02-09","","","application/pdf","1 p.","Núm. Exp. 1598/15","http://hdl.handle.net/11703/97954","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1598/2015 sobre una factura rectificativa","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-02","2016-02-02","","","application/pdf","2 p.","Núm. Exp. 1662/15","http://hdl.handle.net/11703/97920","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 1662/2015 sobre la neteja d'unes cortines","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-05","2016-04-05","","","application/pdf","1 p.","Núm. Exp. 0026/16","http://hdl.handle.net/11703/98330","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 0026/2016 sobre el servei de neteja d'un abric","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-11-29","2016-11-29","","","application/pdf","1 p.","Núm. Exp. 1108/15","http://hdl.handle.net/11703/100101","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 1108/2015 sobre dues factures controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-05-31","2016-05-31","","","application/pdf","1 p.","Núm. Exp. 0210/16","http://hdl.handle.net/11703/99096","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telèfon","Comerç","laudes","Laude 0210/2016 sobre l'abonament de l'import d'una factura en tractar-se d'una preassignació de trucades a la línia fixa","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-01","2016-03-01","","","application/pdf","1 p.","Núm. Exp. 0987/13","http://hdl.handle.net/11703/98146","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Automòbils","Comerç","laudes","Laude 0987/2013 sobre els danys ocasionats a un vehicle","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-08","2016-03-08","","","application/pdf","1 p.","Núm. Exp. 1720/15","http://hdl.handle.net/11703/98257","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Motocicletes","Comerç","laudes","Laude 1720/2015 sobre l'avaria d'una moto","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-05-25","2017-05-25","","","application/pdf","1 p.","Núm. Exp. 1327/16","http://hdl.handle.net/11703/106086","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Control de plagues. Habitatge","Comerç","laudes","Laude 1327/2016 sobre un procés de desratització","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-09","2016-02-09","","","application/pdf","1 p.","Núm. Exp. 1677/15","http://hdl.handle.net/11703/97958","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1677/2015 sobre unes factures pendents de pagament","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-19","2016-07-19","","","application/pdf","1 p.","Núm. Exp. 0550/16","http://hdl.handle.net/11703/99365","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Telefonia per internet","Comerç","laudes","Laude 0550/2016 sobre la qualitat d'uns serveis","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-07-18","2017-07-18","","","application/pdf","2 p.","Núm. Exp. 0143/17","http://hdl.handle.net/11703/106764","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Escoles. Ensenyament a distància","Comerç","laudes","Laudo 0143/2017 sobre un contrato de estudios","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-04-25","2017-04-25","","","application/pdf","1 p.","Núm. Exp. 1304/16","http://hdl.handle.net/11703/105814","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Garantia de qualitat","Comerç","laudes","Laude 1304/16 sobre l'adquisició d'un terminal","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-14","2017-11-14","","","application/pdf","1 p.","Núm. Exp. 1478/16","http://hdl.handle.net/11703/108117","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Productes defectuosos","Comerç","laudes","Laude 1478/2016 sobre un terminal controvertit","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-12-19","2017-12-19","","","application/pdf","1 p.","Núm. Exp. 0060/17","http://hdl.handle.net/11703/108334","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0060/2017 sobre un compromís de permanència","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-31","2016-03-31","","","application/pdf","1 p.","Núm. Exp. 1940/15","http://hdl.handle.net/11703/98312","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1940/2015 sobre una targeta prepagament","text",""
